Date,Price,Volume,Change %
2018-11-15,56.68,589.35,0.43%
2018-11-14,56.44,417.86,1.07%
2018-11-13,55.84,422.82,-7.06%
2018-11-12,60.08,252.37,-0.46%
2018-11-09,60.36,235.67,-0.82%
2018-11-08,60.86,220.85,-1.55%
2018-11-07,61.82,225.4,-0.83%
2018-11-06,62.34,172.78,-1.38%
2018-11-05,63.21,127.24,-0.11%
2018-11-02,63.28,142.2,-0.83%
2018-11-01,63.81,141.56,-2.49%
2018-10-31,65.44,124.59,-1.31%
2018-10-30,66.31,98.15,-1.34%
2018-10-29,67.21,67.94,-0.80%
2018-10-26,67.75,86.33,0.46%
2018-10-25,67.44,97.09,0.72%
2018-10-24,66.96,113.22,0.51%
2018-10-23,66.62,116.4,-3.95%
2018-10-22,69.36,513.77,0.12%
2018-10-19,69.28,547.54,0.83%
2018-10-18,68.71,531.31,-1.42%
2018-10-17,69.7,431.86,-2.87%
2018-10-16,71.76,249.39,0.21%
2018-10-15,71.61,211.95,0.60%
2018-10-12,71.18,218.95,0.52%
2018-10-11,70.81,263.44,-3.04%
2018-10-10,73.03,220.78,-2.38%
2018-10-09,74.81,192.73,0.86%
2018-10-08,74.17,174.36,-0.12%
2018-10-05,74.26,175.28,0.01%
2018-10-04,74.25,228.83,-2.61%
2018-10-03,76.24,173.87,1.60%
2018-10-02,75.04,115.24,-0.13%
2018-10-01,75.14,140.27,2.85%
2018-09-28,73.06,140.98,1.53%
2018-09-27,71.96,99.47,0.77%
2018-09-26,71.41,101.11,-0.96%
2018-09-25,72.1,157.77,0.47%
2018-09-24,71.76,168.96,1.98%
2018-09-21,70.37,307.24,0.07%
2018-09-20,70.32,607.52,-0.64%
2018-09-19,70.77,606.34,1.70%
2018-09-18,69.59,513.86,1.32%
2018-09-17,68.68,235.31,-0.13%
2018-09-14,68.77,225.31,0.53%
2018-09-13,68.41,247.84,-2.49%
2018-09-12,70.16,311.69,1.62%
2018-09-11,69.04,249.45,2.42%
2018-09-10,67.41,180.45,-0.21%
2018-09-07,67.55,121.68,0.04%
2018-09-06,67.52,135.4,-1.32%
2018-09-05,68.42,97.37,-1.64%
2018-09-04,69.56,140.85,-0.80%
2018-09-03,70.12,98.0675,0.29%
2018-09-02,69.92,98.241875,0.79%
2018-08-31,69.37,68.32,-0.63%
2018-08-30,69.81,85.73,0.93%
2018-08-29,69.17,65.27,1.39%
2018-08-28,68.22,64.79,-0.47%
2018-08-27,68.54,46.53,0.26%
2018-08-24,68.36,90.81,1.23%
2018-08-23,67.53,82.89,0.03%
2018-08-22,67.51,76.33,2.54%
2018-08-21,65.84,437.16,0.64%
2018-08-20,65.42,496.52,0.32%
2018-08-17,65.21,309.21,0.51%
2018-08-16,64.88,233.78,0.65%
2018-08-15,64.46,291.03,-2.82%
2018-08-14,66.33,170.9,-0.36%
2018-08-13,66.57,204.72,-0.55%
2018-08-10,66.94,174.04,1.21%
2018-08-09,66.14,164.0,-0.17%
2018-08-08,66.25,226.33,-3.04%
2018-08-07,68.33,145.59,0.57%
2018-08-06,67.94,119.01,0.88%
2018-08-03,67.35,80.14,-0.46%
2018-08-02,67.66,106.91,1.74%
2018-08-01,66.5,123.66,-1.67%
2018-07-31,67.63,106.27,-1.91%
2018-07-30,68.95,95.96,1.80%
2018-07-27,67.73,96.06,-1.02%
2018-07-26,68.43,78.39,0.62%
2018-07-25,68.01,108.41,1.22%
2018-07-24,67.19,80.64,0.66%
2018-07-23,66.75,104.68,-2.21%
2018-07-20,68.26,500.97,0.03%
2018-07-19,68.24,719.52,0.72%
2018-07-18,67.75,472.61,0.88%
2018-07-17,67.16,362.13,0.13%
2018-07-16,67.07,298.48,-4.12%
2018-07-13,69.95,234.0,0.87%
2018-07-12,69.35,292.14,0.71%
2018-07-11,68.86,311.2,-5.10%
2018-07-10,72.56,211.6,0.81%
2018-07-09,71.98,197.88,0.57%
2018-07-06,71.57,179.03,1.33%
2018-07-05,70.63,213.33,-4.72%
2018-07-04,74.13,200.0775,3.55%
2018-07-03,71.59,200.26,-0.04%
2018-07-02,71.62,207.69,-1.16%
2018-06-29,72.46,143.6,0.91%
2018-06-28,71.81,188.22,0.77%
2018-06-27,71.26,199.73,2.86%
2018-06-26,69.28,214.87,3.34%
2018-06-25,67.04,278.84,-0.87%
2018-06-22,67.63,456.82,4.27%
2018-06-21,64.86,230.13,-1.29%
2018-06-20,65.71,801.63,1.25%
2018-06-19,64.9,629.99,-1.20%
2018-06-18,65.69,543.02,1.30%
2018-06-15,64.85,387.35,-2.76%
2018-06-14,66.69,294.35,0.26%
2018-06-13,66.52,258.19,0.36%
2018-06-12,66.28,159.49,0.38%
2018-06-11,66.03,156.89,0.55%
2018-06-08,65.67,182.49,-0.33%
2018-06-07,65.89,228.72,1.84%
2018-06-06,64.7,167.64,-1.16%
2018-06-05,65.46,168.07,1.21%
2018-06-04,64.68,179.15,-1.66%
2018-06-01,65.77,231.16,-1.70%
2018-05-31,66.91,235.53,-1.72%
2018-05-30,68.08,149.26,2.19%
2018-05-29,66.62,179.22,-0.64%
2018-05-28,67.05,157.1475,-0.46%
2018-05-27,67.36,159.119375,-0.62%
2018-05-25,67.78,180.12,-3.97%
2018-05-24,70.58,119.99,-1.58%
2018-05-23,71.71,143.17,-0.68%
2018-05-22,72.2,723.46,-0.21%
2018-05-21,72.35,579.27,1.37%
2018-05-18,71.37,462.17,-0.28%
2018-05-17,71.57,460.64,0.01%
2018-05-16,71.56,320.92,0.27%
2018-05-15,71.37,349.96,0.54%
2018-05-14,70.99,243.62,0.44%
2018-05-11,70.68,222.41,-0.88%
2018-05-10,71.31,231.76,0.37%
2018-05-09,71.05,268.13,3.02%
2018-05-08,68.97,312.74,-2.34%
2018-05-07,70.62,229.75,1.49%
2018-05-04,69.58,160.91,1.93%
2018-05-03,68.26,165.85,0.72%
2018-05-02,67.77,230.12,0.95%
2018-05-01,67.13,167.99,-1.97%
2018-04-30,68.48,190.0,0.74%
2018-04-27,67.98,112.37,-0.15%
2018-04-26,68.08,155.32,0.24%
2018-04-25,67.92,164.74,0.52%
2018-04-24,67.57,150.59,-1.31%
2018-04-23,68.47,214.76,0.10%
2018-04-20,68.4,724.91,0.10%
2018-04-19,68.33,860.39,-0.20%
2018-04-18,68.47,674.7,2.95%
2018-04-17,66.51,471.09,0.47%
2018-04-16,66.2,370.37,-1.68%
2018-04-13,67.33,290.83,0.57%
2018-04-12,66.95,267.76,0.31%
2018-04-11,66.74,411.99,1.99%
2018-04-10,65.44,347.17,3.17%
2018-04-09,63.43,268.23,2.14%
2018-04-06,62.1,313.82,-2.27%
2018-04-05,63.54,167.18,0.33%
2018-04-04,63.33,215.05,-0.20%
2018-04-03,63.46,136.62,0.75%
2018-04-02,62.99,134.94,-2.90%
2018-03-29,64.87,155.61,0.81%
2018-03-28,64.35,169.97,-1.27%
2018-03-27,65.18,156.31,-0.35%
2018-03-26,65.41,116.65,-0.46%
2018-03-23,65.71,172.41,2.38%
2018-03-22,64.18,205.32,-1.19%
2018-03-21,64.95,192.77,2.22%
2018-03-20,63.54,717.71,2.27%
2018-03-19,62.13,557.26,-0.45%
2018-03-16,62.41,437.18,1.89%
2018-03-15,61.25,321.84,0.38%
2018-03-14,61.02,316.24,0.44%
2018-03-13,60.75,325.78,-0.95%
2018-03-12,61.33,191.75,-0.95%
2018-03-09,61.92,286.79,3.10%
2018-03-08,60.06,359.79,-1.57%
2018-03-07,61.02,269.07,-2.29%
2018-03-06,62.45,197.58,0.10%
2018-03-05,62.39,120.24,2.13%
2018-03-02,61.09,153.17,0.48%
2018-03-01,60.8,200.03,-1.09%
2018-02-28,61.47,197.82,-2.27%
2018-02-27,62.9,128.97,-1.36%
2018-02-26,63.77,84.48,0.57%
2018-02-23,63.41,102.52,1.29%
2018-02-22,62.6,153.23,1.76%
2018-02-21,61.52,104.67,-0.44%
2018-02-20,61.79,794.48,-0.95%
2018-02-19,62.38,500.15749999999997,1.07%
2018-02-18,61.72,599.0293750000001,0.28%
2018-02-16,61.55,524.97,0.62%
2018-02-15,61.17,576.51,1.09%
2018-02-14,60.51,451.59,2.51%
2018-02-13,59.03,320.33,-0.08%
2018-02-12,59.08,298.9,0.15%
2018-02-09,58.99,309.83,-3.20%
2018-02-08,60.94,375.4,-0.99%
2018-02-07,61.55,368.47,-2.47%
2018-02-06,63.11,257.0,-1.13%
2018-02-05,63.83,330.34,-1.91%
2018-02-02,65.07,312.49,-0.73%
2018-02-01,65.55,226.7,1.53%
2018-01-31,64.56,155.55,0.33%
2018-01-30,64.35,175.05,-1.59%
2018-01-29,65.39,162.52,-0.88%
2018-01-26,65.97,178.24,0.92%
2018-01-25,65.37,212.87,0.02%
2018-01-24,65.36,231.91,1.63%
2018-01-23,64.31,131.41,1.16%
2018-01-22,63.57,625.66,0.41%
2018-01-19,63.31,674.5,-0.91%
2018-01-18,63.89,511.53,-0.05%
2018-01-17,63.92,369.42,0.39%
2018-01-16,63.67,458.6,-1.64%
2018-01-15,64.73,404.41999999999996,0.70%
2018-01-14,64.28,413.16999999999996,0.08%
2018-01-12,64.23,323.62,0.86%
2018-01-11,63.68,466.04,0.41%
2018-01-10,63.42,316.42,0.87%
2018-01-09,62.87,365.11,1.86%
2018-01-08,61.72,296.58,0.50%
2018-01-05,61.41,190.82,-0.79%
2018-01-04,61.9,255.67,0.57%
2018-01-03,61.55,283.96,1.94%
2018-01-02,60.38,132.94,0.23%
2018-01-01,60.24,149.18,-0.33%
2017-12-29,60.44,108.83,0.95%
2017-12-28,59.87,70.99,0.30%
2017-12-27,59.69,62.18,-0.52%
2017-12-26,60.0,85.05,2.41%
2017-12-25,58.59,80.63,0.09%
2017-12-22,58.54,75.74,0.24%
2017-12-21,58.4,99.55,0.46%
2017-12-20,58.13,88.74,0.99%
2017-12-19,57.56,420.78,0.59%
2017-12-18,57.22,539.95,-0.19%
2017-12-15,57.33,357.15,0.44%
2017-12-14,57.08,367.23,0.87%
2017-12-13,56.59,348.66,-1.00%
2017-12-12,57.16,363.79,-1.53%
2017-12-11,58.05,244.82,1.06%
2017-12-08,57.44,241.57,1.22%
2017-12-07,56.75,186.34,1.29%
2017-12-06,56.03,215.25,-2.84%
2017-12-05,57.67,138.59,0.31%
2017-12-04,57.49,116.25,-1.52%
2017-12-01,58.38,160.63,1.62%
2017-11-30,57.45,160.84,0.16%
2017-11-29,57.36,152.13,-1.19%
2017-11-28,58.05,108.0,-0.19%
2017-11-27,58.16,204.06,-1.27%
2017-11-24,58.91,118.9,0.91%
2017-11-23,58.38,187.88,0.62%
2017-11-22,58.02,279.28,1.93%
2017-11-21,56.92,149.28,0.89%
2017-11-20,56.42,593.24,-0.51%
2017-11-17,56.71,734.88,2.46%
2017-11-16,55.35,438.93,-0.31%
2017-11-15,55.52,319.26,-0.66%
2017-11-14,55.89,350.79,-1.90%
2017-11-13,56.97,288.05,-0.02%
2017-11-10,56.98,199.49,-0.71%
2017-11-09,57.39,243.1,0.60%
2017-11-08,57.05,325.03,-0.66%
2017-11-07,57.43,248.34,-0.24%
2017-11-06,57.57,228.3,3.06%
2017-11-03,55.86,137.71,1.99%
2017-11-02,54.77,129.58,0.48%
2017-11-01,54.51,154.43,-0.15%
2017-10-31,54.59,128.57,0.40%
2017-10-30,54.37,156.29,0.52%
2017-10-27,54.09,173.33,2.33%
2017-10-26,52.86,168.0,0.82%
2017-10-25,52.43,207.83,-0.46%
2017-10-24,52.67,172.52,1.13%
2017-10-23,52.08,129.82,0.46%
2017-10-20,51.84,674.14,0.64%
2017-10-19,51.51,690.48,-1.44%
2017-10-18,52.26,555.51,0.29%
2017-10-17,52.11,503.67,-0.06%
2017-10-16,52.14,331.18,0.79%
2017-10-13,51.73,274.21,1.57%
2017-10-12,50.93,260.48,-1.30%
2017-10-11,51.6,268.31,0.72%
2017-10-10,51.23,276.77,2.60%
2017-10-09,49.93,192.69,0.56%
2017-10-06,49.65,294.24,-2.93%
2017-10-05,51.15,209.26,1.65%
2017-10-04,50.32,197.93,-0.83%
2017-10-03,50.74,129.95,-0.31%
2017-10-02,50.9,168.63,-2.02%
2017-09-29,51.95,173.58,0.15%
2017-09-28,51.87,259.41,-1.07%
2017-09-27,52.43,197.83,1.06%
2017-09-26,51.88,709.52,-0.65%
2017-09-25,52.22,701.24,3.08%
2017-09-22,50.66,473.8,0.22%
2017-09-21,50.55,580.57,0.28%
2017-09-20,50.41,35.49,1.88%
2017-09-19,49.48,143.38,-0.86%
2017-09-18,49.91,189.61,0.04%
2017-09-15,49.89,433.6,0.00%
2017-09-14,49.89,709.04,1.20%
2017-09-13,49.3,706.93,2.22%
2017-09-12,48.23,676.04,0.33%
2017-09-11,48.07,774.47,1.24%
2017-09-08,47.48,843.76,-3.28%
2017-09-07,49.09,702.51,-0.14%
2017-09-06,49.16,788.96,1.03%
2017-09-05,48.66,1.03,2.64%
2017-09-04,47.41,612.1275,0.19%
2017-09-03,47.32,567.919375,0.06%
2017-09-01,47.29,742.81,0.13%
2017-08-31,47.23,915.71,2.76%
2017-08-30,45.96,882.98,-1.03%
2017-08-29,46.44,895.64,-0.28%
2017-08-28,46.57,921.29,-2.72%
2017-08-25,47.87,646.52,0.93%
2017-08-24,47.43,831.36,-2.02%
2017-08-23,48.41,701.69,1.62%
2017-08-22,47.64,38.4,0.57%
2017-08-21,47.37,129.19,-2.35%
2017-08-18,48.51,253.07,3.02%
2017-08-17,47.09,608.31,0.66%
2017-08-16,46.78,815.54,-1.62%
2017-08-15,47.55,770.36,-0.08%
2017-08-14,47.59,763.24,-2.52%
2017-08-11,48.82,804.24,0.47%
2017-08-10,48.59,1.14,-1.96%
2017-08-09,49.56,858.25,0.79%
2017-08-08,49.17,924.24,-0.81%
2017-08-07,49.57,217.07,-0.32%
2017-08-04,49.73,116.13,1.10%
2017-08-03,49.19,156.68,-1.09%
2017-08-02,49.73,165.46,0.89%
2017-08-01,49.29,210.22,-1.93%
2017-07-31,50.26,170.17,0.90%
2017-07-28,49.81,154.6,1.30%
2017-07-27,49.17,165.41,0.66%
2017-07-26,48.85,174.91,1.73%
2017-07-25,48.02,222.88,3.25%
2017-07-24,46.51,92.77,1.22%
2017-07-21,45.95,68.28,-2.07%
2017-07-20,46.92,720.62,-0.85%
2017-07-19,47.32,846.62,1.57%
2017-07-18,46.59,639.64,0.78%
2017-07-17,46.23,397.39,-1.11%
2017-07-14,46.75,367.34,1.08%
2017-07-13,46.25,303.17,1.29%
2017-07-12,45.66,300.44,0.95%
2017-07-11,45.23,312.58,1.41%
2017-07-10,44.6,269.33,0.47%
2017-07-07,44.39,209.56,-2.87%
2017-07-06,45.7,198.12,0.79%
2017-07-05,45.34,195.83,-3.80%
2017-07-04,47.13,161.53750000000002,-0.34%
2017-07-03,47.29,97.26,2.16%
2017-06-30,46.29,154.94,2.41%
2017-06-29,45.2,150.42,0.47%
2017-06-28,44.99,139.85,1.12%
2017-06-27,44.49,139.06,2.02%
2017-06-26,43.61,108.67,0.79%
2017-06-23,43.27,179.37,0.70%
2017-06-22,42.97,84.31,0.51%
2017-06-21,42.75,196.53,-1.75%
2017-06-20,43.51,894.1,-2.07%
2017-06-19,44.43,620.97,-1.20%
2017-06-16,44.97,393.72,0.65%
2017-06-15,44.68,339.52,-0.56%
2017-06-14,44.93,460.27,-3.73%
2017-06-13,46.67,336.77,1.28%
2017-06-12,46.08,666.77,0.55%
2017-06-09,45.83,735.93,0.42%
2017-06-08,45.64,927.7,-0.17%
2017-06-07,45.72,1.18,-5.13%
2017-06-06,48.19,825.06,1.67%
2017-06-05,47.4,710.2,-0.98%
2017-06-02,47.87,154.53,-1.50%
2017-06-01,48.6,149.7,0.08%
2017-05-31,48.56,152.46,-2.70%
2017-05-30,49.91,111.36,-0.12%
2017-05-29,49.97,138.265,0.06%
2017-05-28,49.94,134.71625,-0.22%
2017-05-26,50.05,128.5,1.85%
2017-05-25,49.14,160.74,-4.75%
2017-05-24,51.59,196.03,-0.25%
2017-05-23,51.72,113.57,1.15%
2017-05-22,51.13,564.31,0.91%
2017-05-19,50.67,652.62,2.03%
2017-05-18,49.66,601.37,0.51%
2017-05-17,49.41,418.36,0.84%
2017-05-16,49.0,293.86,-0.33%
2017-05-15,49.16,295.66,2.06%
2017-05-12,48.17,207.15,-0.06%
2017-05-11,48.2,245.36,1.05%
2017-05-10,47.7,309.82,3.09%
2017-05-09,46.27,265.04,-1.22%
2017-05-08,46.84,268.24,0.52%
2017-05-05,46.6,296.72,1.53%
2017-05-04,45.9,229.99,-4.73%
2017-05-03,48.18,176.5,0.40%
2017-05-02,47.99,145.01,-2.38%
2017-05-01,49.16,111.91,-0.93%
2017-04-28,49.62,175.35,0.63%
2017-04-27,49.31,250.77,-1.30%
2017-04-26,49.96,111.61,0.81%
2017-04-25,49.56,587.24,0.67%
2017-04-24,49.23,517.9,-0.79%
2017-04-21,49.62,687.47,-1.29%
2017-04-20,50.27,33.75,-0.34%
2017-04-19,50.44,133.17,-3.76%
2017-04-18,52.41,202.04,-0.46%
2017-04-17,52.65,326.34,-1.00%
2017-04-13,53.18,480.84,0.13%
2017-04-12,53.11,629.81,-0.54%
2017-04-11,53.4,598.0,0.60%
2017-04-10,53.08,565.44,1.61%
2017-04-07,52.24,796.44,1.04%
2017-04-06,51.7,473.02,1.08%
2017-04-05,51.15,651.4,0.24%
2017-04-04,51.03,532.05,1.57%
2017-04-03,50.24,440.72,-0.71%
2017-03-31,50.6,527.61,0.50%
2017-03-30,50.35,580.67,1.70%
2017-03-29,49.51,548.62,2.36%
2017-03-28,48.37,502.38,1.34%
2017-03-27,47.73,466.18,-0.50%
2017-03-24,47.97,421.03,0.57%
2017-03-23,47.7,499.88,-0.71%
2017-03-22,48.04,680.85,1.48%
2017-03-21,47.34,28.08,-1.82%
2017-03-20,48.22,142.26,-1.15%
2017-03-17,48.78,172.34,0.06%
2017-03-16,48.75,516.85,-0.23%
2017-03-15,48.86,655.79,2.39%
2017-03-14,47.72,857.71,-1.40%
2017-03-13,48.4,601.36,-0.19%
2017-03-10,48.49,796.96,-1.60%
2017-03-09,49.28,1.07,-1.99%
2017-03-08,50.28,963.39,-5.38%
2017-03-07,53.14,494.68,-0.11%
2017-03-06,53.2,503.69,-0.24%
2017-03-03,53.33,436.36,1.37%
2017-03-02,52.61,638.39,-2.27%
2017-03-01,53.83,491.29,-0.33%
2017-02-28,54.01,593.91,-0.07%
2017-02-27,54.05,394.38,0.11%
2017-02-24,53.99,395.26,-0.84%
2017-02-23,54.45,529.88,1.60%
2017-02-22,53.59,499.48,-0.87%
2017-02-21,54.06,44.05,0.17%
2017-02-20,53.97,270.56,0.33%
2017-02-19,53.79,213.33,0.73%
2017-02-17,53.4,195.35,0.07%
2017-02-16,53.36,343.36,0.47%
2017-02-15,53.11,463.64,-0.17%
2017-02-14,53.2,493.02,0.51%
2017-02-13,52.93,586.03,-1.73%
2017-02-10,53.86,596.45,1.62%
2017-02-09,53.0,610.2,1.26%
2017-02-08,52.34,767.38,0.33%
2017-02-07,52.17,624.06,-1.58%
2017-02-06,53.01,425.09,-1.52%
2017-02-03,53.83,462.62,0.54%
2017-02-02,53.54,492.55,-0.63%
2017-02-01,53.88,577.24,2.03%
2017-01-31,52.81,586.68,0.34%
2017-01-30,52.63,486.31,-1.02%
2017-01-27,53.17,495.56,-1.13%
2017-01-26,53.78,578.07,1.95%
2017-01-25,52.75,589.71,-0.81%
2017-01-24,53.18,520.29,0.82%
2017-01-23,52.75,455.33,0.63%
2017-01-20,52.42,567.23,2.04%
2017-01-19,51.37,122.59,0.57%
2017-01-18,51.08,236.24,-2.67%
2017-01-17,52.48,606.02,-0.08%
2017-01-16,52.52,495.2375,0.13%
2017-01-15,52.45,559.986875,0.15%
2017-01-13,52.37,477.99,-1.21%
2017-01-12,53.01,660.7,1.45%
2017-01-11,52.25,815.85,2.81%
2017-01-10,50.82,632.57,-2.19%
2017-01-09,51.96,564.89,-3.76%
2017-01-06,53.99,528.33,0.43%
2017-01-05,53.76,517.36,0.94%
2017-01-04,53.26,512.64,1.78%
2017-01-03,52.33,727.79,-3.15%
2017-01-02,54.03,467.92749999999995,0.58%
2016-12-30,53.72,271.09,-0.09%
2016-12-29,53.77,360.19,-0.54%
2016-12-28,54.06,322.54,0.30%
2016-12-27,53.9,277.31,1.33%
2016-12-26,53.19,319.6275,0.32%
2016-12-23,53.02,285.17,0.13%
2016-12-22,52.95,393.49,0.88%
2016-12-21,52.49,471.99,0.50%
2016-12-20,52.23,26.17,0.21%
2016-12-19,52.12,129.99,0.42%
2016-12-16,51.9,252.57,1.96%
2016-12-15,50.9,551.76,-0.27%
2016-12-14,51.04,677.96,-3.66%
2016-12-13,52.98,638.4,0.28%
2016-12-12,52.83,847.03,2.58%
2016-12-09,51.5,652.04,1.30%
2016-12-08,50.84,780.06,2.15%
2016-12-07,49.77,816.88,-2.28%
2016-12-06,50.93,642.75,-1.66%
2016-12-05,51.79,600.78,0.21%
2016-12-02,51.68,667.1,1.21%
2016-12-01,51.06,974.81,3.28%
2016-11-30,49.44,1.31,9.31%
2016-11-29,45.23,732.82,-3.93%
2016-11-28,47.08,734.38,2.21%
2016-11-25,46.06,465.98,-4.00%
2016-11-24,47.98,645.8575000000001,0.04%
2016-11-23,47.96,556.86,-0.15%
2016-11-22,48.03,826.21,1.14%
2016-11-21,47.49,34.92,3.94%
2016-11-18,45.69,155.65,0.59%
2016-11-17,45.42,284.87,-0.33%
2016-11-16,45.57,658.17,-0.52%
2016-11-15,45.81,706.18,5.75%
2016-11-14,43.32,704.77,-0.21%
2016-11-11,43.41,631.14,-2.80%
2016-11-10,44.66,686.34,-1.35%
2016-11-09,45.27,946.51,0.64%
2016-11-08,44.98,669.64,0.20%
2016-11-07,44.89,605.73,1.86%
2016-11-04,44.07,736.69,-1.32%
2016-11-03,44.66,540.44,-1.50%
2016-11-02,45.34,674.32,-2.85%
2016-11-01,46.67,834.99,-0.41%
2016-10-31,46.86,649.24,-3.78%
2016-10-28,48.7,550.08,-2.05%
2016-10-27,49.72,543.17,1.10%
2016-10-26,49.18,679.32,-1.56%
2016-10-25,49.96,553.78,-1.11%
2016-10-24,50.52,623.4,-0.65%
2016-10-21,50.85,551.3,0.83%
2016-10-20,50.43,24.86,-2.27%
2016-10-19,51.6,132.43,2.60%
2016-10-18,50.29,192.8,0.70%
2016-10-17,49.94,418.72,-0.81%
2016-10-14,50.35,519.43,-0.18%
2016-10-13,50.44,740.68,0.52%
2016-10-12,50.18,533.88,-1.20%
2016-10-11,50.79,765.61,-1.09%
2016-10-10,51.35,686.07,3.09%
2016-10-07,49.81,618.81,-1.25%
2016-10-06,50.44,547.92,1.22%
2016-10-05,49.83,520.07,2.34%
2016-10-04,48.69,513.71,-0.25%
2016-10-03,48.81,458.02,1.18%
2016-09-30,48.24,496.52,0.86%
2016-09-29,47.83,702.65,1.66%
2016-09-28,47.05,1.01,5.33%
2016-09-27,44.67,630.76,-2.74%
2016-09-26,45.93,527.12,3.26%
2016-09-23,44.48,718.4,-3.97%
2016-09-22,46.32,521.68,2.16%
2016-09-21,45.34,585.99,4.37%
2016-09-20,43.44,37.38,0.32%
2016-09-19,43.3,129.86,0.63%
2016-09-16,43.03,231.19,-2.00%
2016-09-15,43.91,537.19,0.76%
2016-09-14,43.58,705.86,-2.94%
2016-09-13,44.9,657.78,-3.00%
2016-09-12,46.29,745.02,0.89%
2016-09-09,45.88,688.19,-3.65%
2016-09-08,47.62,761.94,4.66%
2016-09-07,45.5,572.88,1.49%
2016-09-06,44.83,932.15,-0.53%
2016-09-05,45.07,671.7375,2.18%
2016-09-04,44.11,696.451875,-0.74%
2016-09-02,44.44,576.92,2.97%
2016-09-01,43.16,605.0,-3.45%
2016-08-31,44.7,549.01,-3.56%
2016-08-30,46.35,464.45,-1.34%
2016-08-29,46.98,309.25,-1.39%
2016-08-26,47.64,558.34,0.65%
2016-08-25,47.33,458.82,1.20%
2016-08-24,46.77,603.5,-2.77%
2016-08-23,48.1,623.9,2.23%
2016-08-22,47.05,36.53,-3.03%
2016-08-19,48.52,162.44,0.62%
2016-08-18,48.22,229.28,3.06%
2016-08-17,46.79,563.35,0.45%
2016-08-16,46.58,550.44,1.84%
2016-08-15,45.74,522.53,2.81%
2016-08-12,44.49,536.08,2.30%
2016-08-11,43.49,682.24,4.27%
2016-08-10,41.71,676.15,-2.48%
2016-08-09,42.77,624.7,-0.58%
2016-08-08,43.02,562.53,2.92%
2016-08-05,41.8,550.19,-0.31%
2016-08-04,41.93,598.84,2.69%
2016-08-03,40.83,655.19,3.34%
2016-08-02,39.51,534.51,-1.37%
2016-08-01,40.06,533.02,-3.70%
2016-07-29,41.6,478.76,1.12%
2016-07-28,41.14,447.91,-1.86%
2016-07-27,41.92,537.39,-2.33%
2016-07-26,42.92,461.32,-0.49%
2016-07-25,43.13,389.84,-2.40%
2016-07-22,44.19,428.41,-1.25%
2016-07-21,44.75,432.97,-0.42%
2016-07-20,44.94,29.39,0.65%
2016-07-19,44.65,128.13,-1.30%
2016-07-18,45.24,211.39,-1.55%
2016-07-15,45.95,430.26,0.59%
2016-07-14,45.68,573.76,2.08%
2016-07-13,44.75,686.25,-4.38%
2016-07-12,46.8,658.26,4.56%
2016-07-11,44.76,533.66,-1.43%
2016-07-08,45.41,583.08,0.60%
2016-07-07,45.14,710.89,-4.83%
2016-07-06,47.43,607.66,1.78%
2016-07-05,46.6,609.19,-4.21%
2016-07-04,48.65,532.6949999999999,-0.73%
2016-07-03,49.01,513.95375,0.04%
2016-07-01,48.99,405.19,1.37%
2016-06-30,48.33,508.74,-3.11%
2016-06-29,49.88,511.48,4.24%
2016-06-28,47.85,498.85,3.28%
2016-06-27,46.33,504.61,-2.75%
2016-06-24,47.64,649.45,-4.93%
2016-06-23,50.11,401.89,1.99%
2016-06-22,49.13,569.94,0.57%
2016-06-21,48.85,30.11,-1.05%
2016-06-20,49.37,98.29,2.90%
2016-06-17,47.98,226.65,3.83%
2016-06-16,46.21,507.91,-3.75%
2016-06-15,48.01,527.87,-0.99%
2016-06-14,48.49,456.14,-0.80%
2016-06-13,48.88,506.04,-0.39%
2016-06-10,49.07,596.12,-2.95%
2016-06-09,50.56,560.72,-1.31%
2016-06-08,51.23,656.42,1.73%
2016-06-07,50.36,542.25,1.35%
2016-06-06,49.69,450.47,2.20%
2016-06-03,48.62,481.03,-1.12%
2016-06-02,49.17,564.85,0.33%
2016-06-01,49.01,568.84,-0.18%
2016-05-31,49.1,476.99,-0.83%
2016-05-30,49.51,485.17249999999996,-0.14%
2016-05-29,49.58,464.25562499999995,0.51%
2016-05-27,49.33,406.39,-0.30%
2016-05-26,49.48,488.47,-0.16%
2016-05-25,49.56,550.5,1.93%
2016-05-24,48.62,475.97,1.12%
2016-05-23,48.08,475.45,0.69%
2016-05-20,47.75,28.52,-0.85%
2016-05-19,48.16,108.82,-0.06%
2016-05-18,48.19,343.18,-0.25%
2016-05-17,48.31,470.44,1.24%
2016-05-16,47.72,550.86,3.27%
2016-05-13,46.21,519.36,-1.05%
2016-05-12,46.7,715.1,1.02%
2016-05-11,46.23,869.96,3.52%
2016-05-10,44.66,709.42,2.81%
2016-05-09,43.44,767.57,-2.73%
2016-05-06,44.66,695.31,0.77%
2016-05-05,44.32,746.16,1.23%
2016-05-04,43.78,711.13,0.30%
2016-05-03,43.65,625.55,-2.52%
2016-05-02,44.78,464.03,-2.48%
2016-04-29,45.92,598.44,-0.24%
2016-04-28,46.03,487.41,1.54%
2016-04-27,45.33,648.03,2.93%
2016-04-26,44.04,564.39,3.28%
2016-04-25,42.64,606.38,-2.49%
2016-04-22,43.73,575.11,1.27%
2016-04-21,43.18,671.1,1.29%
2016-04-20,42.63,30.09,3.77%
