Date,Price,Volume,Change %
2021-06-18,71.29,420.11,0.72%
2021-06-17,70.78,343.67,-1.63%
2021-06-16,71.95,281.18,0.13%
2021-06-15,71.86,195.7,1.74%
2021-06-14,70.63,163.55,0.04%
2021-06-11,70.6,396.29,0.73%
2021-06-10,70.09,205.08,0.43%
2021-06-09,69.79,168.12,-0.11%
2021-06-08,69.87,166.36,1.20%
2021-06-07,69.04,156.7,-0.50%
2021-06-04,69.39,138.05,1.15%
2021-06-03,68.6,108.64,-0.04%
2021-06-02,68.63,110.81,1.64%
2021-06-01,67.52,148.83,0.84%
2021-05-31,66.96,139.735,0.56%
2021-05-30,66.59,146.96625,0.74%
2021-05-28,66.1,186.24,-0.75%
2021-05-27,66.6,113.06,0.97%
2021-05-26,65.96,122.47,0.26%
2021-05-25,65.79,229.42,0.02%
2021-05-24,65.78,155.5,3.82%
2021-05-21,63.36,187.39,2.29%
2021-05-20,61.94,524.17,-2.23%
2021-05-19,63.35,615.26,-3.28%
2021-05-18,65.5,484.42,-1.18%
2021-05-17,66.28,229.56,1.41%
2021-05-14,65.36,246.22,2.38%
2021-05-13,63.84,247.68,-3.42%
2021-05-12,66.1,256.7,1.23%
2021-05-11,65.3,195.32,0.57%
2021-05-10,64.93,193.2,0.08%
2021-05-07,64.88,168.37,0.32%
2021-05-06,64.67,117.49,-1.40%
2021-05-05,65.59,187.51,-0.03%
2021-05-04,65.61,148.65,1.86%
2021-05-03,64.41,86.7,1.47%
2021-04-30,63.48,159.45,-2.16%
2021-04-29,64.88,119.35,1.77%
2021-04-28,63.75,127.27,1.51%
2021-04-27,62.8,111.62,1.62%
2021-04-26,61.8,103.53,-0.35%
2021-04-23,62.02,104.73,1.11%
2021-04-22,61.34,99.27,0.11%
2021-04-21,61.27,123.25,-2.23%
2021-04-20,62.67,476.05,-1.20%
2021-04-19,63.43,279.37,0.38%
2021-04-16,63.19,265.8,-0.50%
2021-04-15,63.51,243.64,0.46%
2021-04-14,63.22,318.18,4.95%
2021-04-13,60.24,198.23,0.82%
2021-04-12,59.75,200.51,0.67%
2021-04-09,59.35,207.85,-0.47%
2021-04-08,59.63,232.13,-0.30%
2021-04-07,59.81,193.63,0.74%
2021-04-06,59.37,211.41,1.18%
2021-04-05,58.68,162.51,-4.55%
2021-04-01,61.48,224.08,3.89%
2021-03-31,59.18,145.02,-2.28%
2021-03-30,60.56,134.61,-1.58%
2021-03-29,61.53,142.06,0.94%
2021-03-26,60.96,183.9,4.08%
2021-03-25,58.57,198.97,-4.23%
2021-03-24,61.16,190.27,5.85%
2021-03-23,57.78,310.15,-6.14%
2021-03-22,61.56,404.37,0.20%
2021-03-19,61.44,723.88,2.30%
2021-03-18,60.06,728.88,-7.07%
2021-03-17,64.63,300.15,-0.35%
2021-03-16,64.86,213.77,-0.89%
2021-03-15,65.44,193.97,-0.30%
2021-03-12,65.64,166.57,-0.55%
2021-03-11,66.0,217.43,2.45%
2021-03-10,64.42,217.2,0.67%
2021-03-09,63.99,275.96,-1.45%
2021-03-08,64.93,203.12,-1.50%
2021-03-05,65.92,231.06,3.62%
2021-03-04,63.62,241.24,4.12%
2021-03-03,61.1,170.7,2.57%
2021-03-02,59.57,149.34,-1.41%
2021-03-01,60.42,153.33,-1.32%
2021-02-26,61.23,124.26,-3.15%
2021-02-25,63.22,180.38,0.35%
2021-02-24,63.0,149.43,2.56%
2021-02-23,61.43,150.92,-0.44%
2021-02-22,61.7,505.77,4.12%
2021-02-19,59.26,608.59,-2.10%
2021-02-18,60.53,538.43,-1.03%
2021-02-17,61.16,383.87,1.80%
2021-02-16,60.08,485.73,-0.02%
2021-02-15,60.09,332.3675,-0.46%
2021-02-14,60.37,319.491875,1.67%
2021-02-12,59.38,272.11,2.13%
2021-02-11,58.14,187.76,-0.73%
2021-02-10,58.57,186.03,0.55%
2021-02-09,58.25,246.49,0.73%
2021-02-08,57.83,152.37,1.99%
2021-02-05,56.7,170.65,1.12%
2021-02-04,56.07,147.93,0.95%
2021-02-03,55.54,173.15,1.68%
2021-02-02,54.62,182.83,2.25%
2021-02-01,53.42,126.46,2.57%
2021-01-29,52.08,99.6,-0.31%
2021-01-28,52.24,114.94,-0.93%
2021-01-27,52.73,131.52,0.40%
2021-01-26,52.52,90.35,-0.28%
2021-01-25,52.67,94.9,0.92%
2021-01-22,52.19,110.82,-1.62%
2021-01-21,53.05,131.54,-0.49%
2021-01-20,53.31,400.3,0.62%
2021-01-19,52.98,533.78,1.18%
2021-01-18,52.36,411.5225,0.31%
2021-01-17,52.2,414.328125,-0.42%
2021-01-15,52.42,391.29,-2.24%
2021-01-14,53.62,320.72,1.25%
2021-01-13,52.96,269.31,-0.53%
2021-01-12,53.24,231.07,1.86%
2021-01-11,52.27,216.27,0.02%
2021-01-08,52.26,256.96,2.73%
2021-01-07,50.87,177.01,0.36%
2021-01-06,50.69,255.4,1.36%
2021-01-05,50.01,277.27,4.71%
2021-01-04,47.76,172.92,-1.79%
2020-12-31,48.63,53.38,0.27%
2020-12-30,48.5,71.1,0.75%
2020-12-29,48.14,61.07,0.77%
2020-12-28,47.77,67.47,-1.20%
2020-12-24,48.35,31.48,0.23%
2020-12-23,48.24,78.58,2.29%
2020-12-22,47.16,63.09,-1.69%
2020-12-21,47.97,478.1,-2.58%
2020-12-18,49.24,300.14,1.44%
2020-12-17,48.54,243.86,1.13%
2020-12-16,48.0,226.21,0.46%
2020-12-15,47.78,219.99,1.34%
2020-12-14,47.15,203.13,0.86%
2020-12-11,46.75,181.85,-0.45%
2020-12-10,46.96,172.15,2.71%
2020-12-09,45.72,149.4,-0.17%
2020-12-08,45.8,141.09,-0.33%
2020-12-07,45.95,138.58,-1.01%
2020-12-04,46.42,118.56,1.38%
2020-12-03,45.79,104.0,0.77%
2020-12-02,45.44,119.96,1.59%
2020-12-01,44.73,95.0,-1.71%
2020-11-30,45.51,105.31,-0.50%
2020-11-27,45.74,77.04,1.69%
2020-11-26,44.98,113.2825,-2.03%
2020-11-25,45.91,120.32,1.77%
2020-11-24,45.11,150.46,4.23%
2020-11-23,43.28,98.45,2.03%
2020-11-20,42.42,276.34,1.24%
2020-11-19,41.9,313.38,-0.26%
2020-11-18,42.01,322.65,0.86%
2020-11-17,41.65,236.67,0.19%
2020-11-16,41.57,238.44,2.90%
2020-11-13,40.4,201.43,-2.44%
2020-11-12,41.41,180.09,-0.79%
2020-11-11,41.74,216.25,0.17%
2020-11-10,41.67,214.04,2.58%
2020-11-09,40.62,281.67,8.35%
2020-11-06,37.49,182.65,-4.14%
2020-11-05,39.11,97.35,-0.91%
2020-11-04,39.47,156.1,3.90%
2020-11-03,37.99,171.28,2.18%
2020-11-02,37.18,156.51,2.85%
2020-10-30,36.15,125.09,-0.99%
2020-10-29,36.51,185.12,-3.21%
2020-10-28,37.72,163.97,-5.39%
2020-10-27,39.87,93.88,2.52%
2020-10-26,38.89,102.22,-3.14%
2020-10-23,40.15,68.68,-1.93%
2020-10-22,40.94,86.93,1.56%
2020-10-21,40.31,101.48,-3.33%
2020-10-20,41.7,360.57,1.56%
2020-10-19,41.06,314.65,-0.15%
2020-10-16,41.12,256.54,-0.29%
2020-10-15,41.24,281.94,-0.24%
2020-10-14,41.34,264.49,2.10%
2020-10-13,40.49,248.71,1.91%
2020-10-12,39.73,186.65,-2.88%
2020-10-09,40.91,173.38,-1.35%
2020-10-08,41.47,263.97,3.08%
2020-10-07,40.23,229.63,-1.71%
2020-10-06,40.93,198.24,3.62%
2020-10-05,39.5,163.79,5.78%
2020-10-02,37.34,162.58,-4.28%
2020-10-01,39.01,171.2,-3.61%
2020-09-30,40.47,155.54,2.30%
2020-09-29,39.56,152.53,-3.21%
2020-09-28,40.87,61.39,0.89%
2020-09-25,40.51,79.14,-0.17%
2020-09-24,40.58,78.41,0.90%
2020-09-23,40.22,87.56,1.06%
2020-09-22,39.8,287.81,0.66%
2020-09-21,39.54,405.21,-4.31%
2020-09-18,41.32,269.71,0.24%
2020-09-17,41.22,270.18,2.00%
2020-09-16,40.41,283.42,4.82%
2020-09-15,38.55,217.08,2.64%
2020-09-14,37.56,185.19,-0.24%
2020-09-11,37.65,152.7,-0.03%
2020-09-10,37.66,171.07,-1.95%
2020-09-09,38.41,197.32,3.28%
2020-09-08,37.19,269.13,-5.13%
2020-09-07,39.2,174.15,1.16%
2020-09-06,38.75,168.3575,-3.49%
2020-09-04,40.15,115.67,-3.76%
2020-09-03,41.72,114.48,-0.31%
2020-09-02,41.85,120.08,-2.86%
2020-09-01,43.08,110.25,0.42%
2020-08-31,42.9,77.85,-0.90%
2020-08-28,43.29,102.45,-0.05%
2020-08-27,43.31,93.85,-0.87%
2020-08-26,43.69,80.8,0.09%
2020-08-25,43.65,108.41,1.68%
2020-08-24,42.93,84.97,0.73%
2020-08-21,42.62,84.77,-0.47%
2020-08-20,42.82,377.07,-0.67%
2020-08-19,43.11,304.94,-0.02%
2020-08-18,43.12,285.14,-0.12%
2020-08-17,43.17,193.11,2.03%
2020-08-14,42.31,180.37,-0.49%
2020-08-13,42.52,179.53,-1.00%
2020-08-12,42.95,198.19,2.58%
2020-08-11,41.87,160.19,-0.71%
2020-08-10,42.17,142.8,1.64%
2020-08-07,41.49,143.4,-1.68%
2020-08-06,42.2,115.16,-0.54%
2020-08-05,42.43,224.29,1.24%
2020-08-04,41.91,191.8,1.45%
2020-08-03,41.31,120.59,1.82%
2020-07-31,40.57,102.57,0.82%
2020-07-30,40.24,162.72,-3.13%
2020-07-29,41.54,109.96,0.63%
2020-07-28,41.28,74.0,-1.24%
2020-07-27,41.8,119.48,0.84%
2020-07-24,41.45,83.04,0.58%
2020-07-23,41.21,104.7,-1.97%
2020-07-22,42.04,93.95,0.29%
2020-07-21,41.92,389.12,2.44%
2020-07-20,40.92,329.77,0.42%
2020-07-17,40.75,272.44,-0.44%
2020-07-16,40.93,203.85,-1.14%
2020-07-15,41.4,248.3,2.10%
2020-07-14,40.55,238.3,0.57%
2020-07-13,40.32,207.2,-1.08%
2020-07-10,40.76,185.49,2.33%
2020-07-09,39.83,170.99,-2.95%
2020-07-08,41.04,130.35,0.84%
2020-07-07,40.7,96.87,-0.07%
2020-07-06,40.73,166.94,1.12%
2020-07-03,40.28,155.6125,-1.18%
2020-07-02,40.76,151.37,2.10%
2020-07-01,39.92,207.27,1.47%
2020-06-30,39.34,228.32,-1.18%
2020-06-29,39.81,145.18,3.00%
2020-06-26,38.65,130.78,-0.67%
2020-06-25,38.91,136.44,1.83%
2020-06-24,38.21,163.08,-5.68%
2020-06-23,40.51,102.6,-0.54%
2020-06-22,40.73,315.26,2.26%
2020-06-19,39.83,497.18,2.00%
2020-06-18,39.05,341.48,2.20%
2020-06-17,38.21,289.58,-1.14%
2020-06-16,38.65,299.66,3.26%
2020-06-15,37.43,262.24,2.52%
2020-06-12,36.51,203.85,-0.16%
2020-06-11,36.57,231.68,-8.07%
2020-06-10,39.78,136.5,1.58%
2020-06-09,39.16,140.18,1.90%
2020-06-08,38.43,151.63,-3.44%
2020-06-05,39.8,139.94,5.51%
2020-06-04,37.72,109.72,0.35%
2020-06-03,37.59,160.9,1.43%
2020-06-02,37.06,123.23,3.55%
2020-06-01,35.79,140.98,-0.14%
2020-05-29,35.84,162.34,5.23%
2020-05-28,34.06,141.69,2.50%
2020-05-27,33.23,127.38,-4.43%
2020-05-26,34.77,137.75,2.51%
2020-05-25,33.92,132.33249999999998,3.10%
2020-05-24,32.9,133.570625,-2.23%
2020-05-22,33.65,137.02,-2.01%
2020-05-21,34.34,127.18,1.18%
2020-05-20,33.94,128.95,6.20%
2020-05-19,31.96,430.82,0.98%
2020-05-18,31.65,561.53,7.22%
2020-05-15,29.52,425.17,5.88%
2020-05-14,27.88,413.44,8.57%
2020-05-13,25.68,460.74,-2.47%
2020-05-12,26.33,459.49,4.98%
2020-05-11,25.08,436.58,-4.17%
2020-05-08,26.17,392.79,5.40%
2020-05-07,24.83,497.36,-3.08%
2020-05-06,25.62,414.93,-3.28%
2020-05-05,26.49,405.07,16.29%
2020-05-04,22.78,274.82,2.20%
2020-05-01,22.29,330.61,2.01%
2020-04-30,21.85,434.79,14.28%
2020-04-29,19.12,380.71,8.64%
2020-04-28,17.6,613.95,-2.65%
2020-04-27,18.08,367.14,-14.80%
2020-04-24,21.22,362.38,-1.03%
2020-04-23,21.44,344.88,3.62%
2020-04-22,20.69,530.4,78.82%
2020-04-21,11.57,2.29,-43.37%
2020-04-20,20.43,1.32,-18.38%
2020-04-17,25.03,712.98,-1.96%
2020-04-16,25.53,439.67,-1.96%
2020-04-15,26.04,367.57,-4.96%
2020-04-14,27.4,436.46,-6.36%
2020-04-13,29.26,399.07,1.53%
2020-04-09,28.82,438.04,-4.47%
2020-04-08,30.17,393.26,5.16%
2020-04-07,28.69,317.26,-4.30%
2020-04-06,29.98,209.52,-2.98%
2020-04-03,30.9,317.83,10.16%
2020-04-02,28.05,447.84,18.16%
2020-04-01,23.74,276.33,-3.14%
2020-03-31,24.51,209.61,1.74%
2020-03-30,24.09,276.61,-4.21%
2020-03-27,25.15,199.03,-2.18%
2020-03-26,25.71,219.09,-5.34%
2020-03-25,27.16,183.31,3.66%
2020-03-24,26.2,191.67,2.83%
2020-03-23,25.48,198.6,12.59%
2020-03-20,22.63,1.13,-12.66%
2020-03-19,25.91,1.19,24.39%
2020-03-18,20.83,1.0,-23.78%
2020-03-17,27.33,520.08,-5.76%
2020-03-16,29.0,443.05,-9.69%
2020-03-13,32.11,355.35,0.41%
2020-03-12,31.98,506.87,-4.22%
2020-03-11,33.39,321.92,-3.86%
2020-03-10,34.73,415.57,10.36%
2020-03-09,31.47,673.03,-24.19%
2020-03-06,41.51,398.33,-9.88%
2020-03-05,46.06,164.22,-1.90%
2020-03-04,46.95,155.22,-0.80%
2020-03-03,47.33,199.81,0.87%
2020-03-02,46.92,190.39,4.41%
2020-02-28,44.94,230.76,-4.97%
2020-02-27,47.29,195.82,-3.25%
2020-02-26,48.88,179.52,-2.36%
2020-02-25,50.06,144.47,-2.95%
2020-02-24,51.58,137.67,-3.59%
2020-02-21,53.5,142.13,-0.71%
2020-02-20,53.88,676.18,0.73%
2020-02-19,53.49,655.5,2.29%
2020-02-18,52.29,723.14,0.17%
2020-02-17,52.2,492.75999999999993,-0.31%
2020-02-16,52.36,452.075,0.08%
2020-02-14,52.32,281.39,1.28%
2020-02-13,51.66,311.01,0.49%
2020-02-12,51.41,292.2,2.47%
2020-02-11,50.17,252.29,0.78%
2020-02-10,49.78,206.92,-1.52%
2020-02-07,50.55,230.88,-1.15%
2020-02-06,51.14,146.7,0.43%
2020-02-05,50.92,172.74,2.25%
2020-02-04,49.8,161.51,-0.95%
2020-02-03,50.28,195.73,-2.71%
2020-01-31,51.68,154.05,-1.05%
2020-01-30,52.23,140.67,-2.21%
2020-01-29,53.41,110.23,-0.21%
2020-01-28,53.52,107.71,0.64%
2020-01-27,53.18,101.53,-1.88%
2020-01-24,54.2,82.34,-2.54%
2020-01-23,55.61,149.95,-2.03%
2020-01-22,56.76,124.61,-2.77%
2020-01-21,58.38,648.34,-0.60%
2020-01-20,58.73,403.7825,-0.91%
2020-01-19,59.27,473.57562499999995,1.18%
2020-01-17,58.58,415.85,0.09%
2020-01-16,58.53,426.33,1.19%
2020-01-15,57.84,271.2,-0.72%
2020-01-14,58.26,262.79,0.31%
2020-01-13,58.08,295.82,-1.54%
2020-01-10,58.99,256.06,-0.76%
2020-01-09,59.44,268.85,-0.03%
2020-01-08,59.46,436.61,-4.88%
2020-01-07,62.51,173.85,-0.84%
2020-01-06,63.04,176.99,0.35%
2020-01-03,62.82,236.06,3.07%
2020-01-02,60.95,101.52,-0.62%
2020-01-01,61.33,129.47,0.92%
2019-12-31,60.77,91.86,-1.09%
2019-12-30,61.44,88.44,-0.15%
2019-12-27,61.53,71.75,0.08%
2019-12-26,61.48,47.13,0.47%
2019-12-25,61.19,56.9275,0.41%
2019-12-24,60.94,34.21,0.98%
2019-12-23,60.35,74.62,0.17%
2019-12-20,60.25,201.74,-1.52%
2019-12-19,61.18,426.34,0.54%
2019-12-18,60.85,553.57,-0.03%
2019-12-17,60.87,416.42,1.21%
2019-12-16,60.14,234.08,0.27%
2019-12-13,59.98,243.57,1.56%
2019-12-12,59.06,200.56,0.70%
2019-12-11,58.65,194.37,-0.83%
2019-12-10,59.14,199.4,0.37%
2019-12-09,58.92,176.14,-0.30%
2019-12-06,59.1,190.65,1.30%
2019-12-05,58.34,149.07,0.00%
2019-12-04,58.34,175.81,4.12%
2019-12-03,56.03,125.74,0.21%
2019-12-02,55.91,146.3,1.40%
2019-11-29,55.14,123.68,-5.06%
2019-11-28,58.08,108.255,0.05%
2019-11-27,58.05,86.58,-0.46%
2019-11-26,58.32,76.46,0.71%
2019-11-25,57.91,68.81,0.43%
2019-11-22,57.66,78.27,-1.28%
2019-11-21,58.41,122.17,2.46%
2019-11-20,57.01,674.89,3.00%
2019-11-19,55.35,566.26,-3.13%
2019-11-18,57.14,420.05,-1.19%
2019-11-15,57.83,269.45,1.67%
2019-11-14,56.88,238.3,-0.56%
2019-11-13,57.2,212.62,0.62%
2019-11-12,56.85,214.64,-0.09%
2019-11-11,56.9,179.07,-0.63%
2019-11-08,57.26,195.4,0.19%
2019-11-07,57.15,254.73,1.37%
2019-11-06,56.38,136.88,-1.59%
2019-11-05,57.29,95.62,1.22%
2019-11-04,56.6,140.31,0.59%
2019-11-01,56.27,110.91,3.72%
2019-10-31,54.25,183.13,-1.54%
2019-10-30,55.1,235.05,-1.04%
2019-10-29,55.68,107.44,-0.39%
2019-10-28,55.9,88.18,-1.43%
2019-10-25,56.71,60.7,0.78%
2019-10-24,56.27,99.43,0.50%
2019-10-23,55.99,123.07,2.77%
2019-10-22,54.48,506.57,1.81%
2019-10-21,53.51,509.43,-0.67%
2019-10-18,53.87,472.56,-0.30%
2019-10-17,54.03,316.37,1.09%
2019-10-16,53.45,233.7,1.08%
2019-10-15,52.88,239.81,-1.44%
2019-10-14,53.65,186.99,-2.06%
2019-10-11,54.78,328.28,2.28%
2019-10-10,53.56,219.64,1.81%
2019-10-09,52.61,215.92,-0.02%
2019-10-08,52.62,232.32,-0.17%
2019-10-07,52.71,191.66,-0.06%
2019-10-04,52.74,132.86,0.73%
2019-10-03,52.36,183.88,-0.29%
2019-10-02,52.51,162.1,-1.85%
2019-10-01,53.5,158.3,-0.89%
2019-09-30,53.98,135.51,-3.24%
2019-09-27,55.79,162.93,-0.87%
2019-09-26,56.28,140.39,-0.07%
2019-09-25,56.32,119.73,-1.33%
2019-09-24,57.08,135.65,-2.29%
2019-09-23,58.42,111.66,0.57%
2019-09-20,58.09,576.02,-0.17%
2019-09-19,58.19,722.34,0.26%
2019-09-18,58.04,654.34,-1.79%
2019-09-17,59.1,722.0,-5.70%
2019-09-16,62.67,733.51,14.36%
2019-09-13,54.8,207.13,-0.45%
2019-09-12,55.05,236.13,-1.11%
2019-09-11,55.67,226.63,-2.83%
2019-09-10,57.29,167.4,-0.76%
2019-09-09,57.73,164.54,2.30%
2019-09-06,56.43,141.72,0.48%
2019-09-05,56.16,108.84,0.11%
2019-09-04,56.1,120.85,4.35%
2019-09-03,53.76,164.95,-1.65%
2019-09-02,54.66,137.435,-0.26%
2019-09-01,54.8,141.58125,-0.16%
2019-08-30,54.89,126.35,-2.76%
2019-08-29,56.45,137.59,1.53%
2019-08-28,55.6,140.05,1.52%
2019-08-27,54.77,93.59,2.37%
2019-08-26,53.5,94.84,-0.96%
2019-08-23,54.02,119.11,-2.07%
2019-08-22,55.16,99.66,-0.59%
2019-08-21,55.49,163.4,-1.14%
2019-08-20,56.13,659.26,-0.02%
2019-08-19,56.14,584.01,2.43%
2019-08-16,54.81,395.16,0.72%
2019-08-15,54.42,373.77,-1.50%
2019-08-14,55.25,307.93,-3.24%
2019-08-13,57.1,322.7,4.10%
2019-08-12,54.85,270.69,0.88%
2019-08-09,54.37,293.44,3.64%
2019-08-08,52.46,288.28,2.80%
2019-08-07,51.03,289.72,-4.78%
2019-08-06,53.59,190.87,-1.81%
2019-08-05,54.58,227.25,-1.96%
2019-08-02,55.67,156.65,3.07%
2019-08-01,54.01,172.78,-7.88%
2019-07-31,58.63,130.34,0.89%
2019-07-30,58.11,106.38,2.02%
2019-07-29,56.96,72.79,1.12%
2019-07-26,56.33,68.93,0.30%
2019-07-25,56.16,98.78,0.29%
2019-07-24,56.0,127.54,-1.50%
2019-07-23,56.85,64.91,1.12%
2019-07-22,56.22,619.48,0.82%
2019-07-19,55.76,734.39,0.61%
2019-07-18,55.42,764.49,-2.64%
2019-07-17,56.92,375.22,-1.42%
2019-07-16,57.74,303.56,-3.25%
2019-07-15,59.68,201.71,-1.03%
2019-07-12,60.3,169.14,0.03%
2019-07-11,60.28,195.35,-0.40%
2019-07-10,60.52,220.59,4.45%
2019-07-09,57.94,136.81,0.31%
2019-07-08,57.76,127.04,0.30%
2019-07-05,57.59,94.39,1.39%
2019-07-04,56.8,124.665,-1.11%
2019-07-03,57.44,126.68,1.95%
2019-07-02,56.34,150.55,-4.73%
2019-07-01,59.14,116.36,1.06%
2019-06-28,58.52,78.96,-1.63%
2019-06-27,59.49,89.55,0.10%
2019-06-26,59.43,143.2,2.66%
2019-06-25,57.89,100.69,-0.07%
2019-06-24,57.93,90.44,0.75%
2019-06-21,57.5,105.86,0.75%
2019-06-20,57.07,854.51,5.74%
2019-06-19,53.97,667.51,-0.26%
2019-06-18,54.11,618.3,3.72%
2019-06-17,52.17,235.03,-1.14%
2019-06-14,52.77,166.4,0.44%
2019-06-13,52.54,277.8,2.28%
2019-06-12,51.37,209.21,-4.02%
2019-06-11,53.52,162.28,0.07%
2019-06-10,53.48,151.79,-1.26%
2019-06-07,54.16,162.42,2.71%
2019-06-06,52.73,132.88,1.74%
2019-06-05,51.83,139.0,-3.36%
2019-06-04,53.63,122.91,0.47%
2019-06-03,53.38,138.15,-0.48%
2019-05-31,53.64,151.76,-5.46%
2019-05-30,56.74,130.18,-3.75%
2019-05-29,58.95,355.56,-0.67%
2019-05-28,59.35,243.44,0.32%
2019-05-27,59.16,210.3175,0.66%
2019-05-26,58.77,174.006875,0.10%
2019-05-24,58.71,99.29,1.24%
2019-05-23,57.99,142.98,-5.71%
2019-05-22,61.5,110.3,-2.58%
2019-05-21,63.13,641.68,-0.13%
2019-05-20,63.21,678.77,0.46%
2019-05-17,62.92,537.03,-0.22%
2019-05-16,63.06,312.35,1.32%
2019-05-15,62.24,235.84,0.45%
2019-05-14,61.96,192.36,1.23%
2019-05-13,61.21,212.38,-0.95%
2019-05-10,61.8,167.01,-0.02%
2019-05-09,61.81,160.9,-0.66%
2019-05-08,62.22,166.73,1.15%
2019-05-07,61.51,164.32,-1.38%
2019-05-06,62.37,101.99,0.53%
2019-05-03,62.04,92.36,0.23%
2019-05-02,61.9,151.23,-2.81%
2019-05-01,63.69,86.96,-0.45%
2019-04-30,63.98,117.93,0.64%
2019-04-29,63.57,113.37,0.30%
2019-04-26,63.38,132.1,-2.91%
2019-04-25,65.28,116.59,-0.93%
2019-04-24,65.89,133.18,-0.53%
2019-04-23,66.24,138.84,1.05%
2019-04-22,65.55,763.53,2.31%
2019-04-18,64.07,508.98,0.31%
2019-04-17,63.87,466.68,-0.50%
2019-04-16,64.19,255.95,0.99%
2019-04-15,63.56,230.46,-0.72%
2019-04-12,64.02,210.95,0.55%
2019-04-11,63.67,279.41,-1.52%
2019-04-10,64.65,265.38,1.08%
2019-04-09,63.96,249.48,-0.58%
2019-04-08,64.33,407.31,1.87%
2019-04-05,63.15,187.72,1.54%
2019-04-04,62.19,198.61,-0.53%
2019-04-03,62.52,205.84,-0.14%
2019-04-02,62.61,314.02,1.46%
2019-04-01,61.71,172.8,2.37%
2019-03-29,60.28,140.05,1.34%
2019-03-28,59.48,120.08,-0.22%
2019-03-27,59.61,153.54,-0.82%
2019-03-26,60.1,210.85,1.73%
2019-03-25,59.08,129.81,-0.35%
2019-03-22,59.29,125.19,-1.51%
2019-03-21,60.2,138.51,-0.05%
2019-03-20,60.23,786.34,1.59%
2019-03-19,59.29,602.72,-0.15%
2019-03-18,59.38,512.12,0.95%
2019-03-15,58.82,261.23,-0.15%
2019-03-14,58.91,248.5,0.55%
2019-03-13,58.59,257.2,2.43%
2019-03-12,57.2,184.75,0.14%
2019-03-11,57.12,181.51,1.22%
2019-03-08,56.43,212.99,-1.05%
2019-03-07,57.03,176.81,0.72%
2019-03-06,56.62,164.86,-0.56%
2019-03-05,56.94,101.46,-0.05%
2019-03-04,56.97,107.42,1.39%
2019-03-01,56.19,113.83,-2.46%
2019-02-28,57.61,89.12,0.42%
2019-02-27,57.37,99.45,2.50%
2019-02-26,55.97,74.98,0.09%
2019-02-25,55.92,111.78,-3.17%
2019-02-22,57.75,110.19,0.50%
2019-02-21,57.46,92.64,0.52%
2019-02-20,57.16,685.11,1.26%
2019-02-19,56.45,838.3,0.32%
2019-02-18,56.27,583.485,-0.11%
2019-02-17,56.33,558.07875,0.63%
2019-02-15,55.98,503.86,2.17%
2019-02-14,54.79,306.67,0.88%
2019-02-13,54.31,307.07,1.57%
2019-02-12,53.47,245.52,1.31%
2019-02-11,52.78,287.88,-0.58%
2019-02-08,53.09,196.42,0.17%
2019-02-07,53.0,249.43,-2.47%
2019-02-06,54.34,154.06,0.63%
2019-02-05,54.0,117.78,-1.62%
2019-02-04,54.89,132.9,-1.19%
2019-02-01,55.55,110.68,2.79%
2019-01-31,54.04,161.05,-0.79%
2019-01-30,54.47,147.36,1.62%
2019-01-29,53.6,87.48,2.51%
2019-01-28,52.29,90.02,-3.13%
2019-01-25,53.98,78.93,1.05%
2019-01-24,53.42,96.97,0.94%
2019-01-23,52.92,81.27,-0.17%
2019-01-22,53.01,951.16,-2.27%
2019-01-21,54.24,558.0275,1.10%
2019-01-20,53.65,677.216875,-0.72%
2019-01-18,54.04,669.5,3.21%
2019-01-17,52.36,530.18,-0.48%
2019-01-16,52.61,280.99,0.42%
2019-01-15,52.39,220.63,3.13%
2019-01-14,50.8,243.31,-2.14%
2019-01-11,51.91,205.03,-1.89%
2019-01-10,52.91,219.26,0.42%
2019-01-09,52.69,249.46,5.15%
2019-01-08,50.11,213.14,2.64%
2019-01-07,48.82,155.86,1.12%
2019-01-04,48.28,146.54,1.86%
2019-01-03,47.4,135.8,1.15%
2019-01-02,46.86,149.76,2.11%
2019-01-01,45.89,112.745,0.37%
2018-12-31,45.72,78.64,0.26%
2018-12-28,45.6,86.78,1.56%
2018-12-27,44.9,79.7,-3.52%
2018-12-26,46.54,95.75,7.83%
2018-12-25,43.16,84.5075,0.79%
2018-12-24,42.82,55.88,-6.69%
2018-12-21,45.89,106.7,-0.65%
2018-12-20,46.19,97.13,-4.11%
2018-12-19,48.17,817.72,3.37%
2018-12-18,46.6,949.32,-7.17%
2018-12-17,50.2,563.28,-2.47%
2018-12-14,51.47,271.68,-2.57%
2018-12-13,52.83,261.44,2.86%
2018-12-12,51.36,230.13,-0.93%
2018-12-11,51.84,215.76,1.25%
2018-12-10,51.2,184.11,-3.05%
2018-12-07,52.81,213.57,2.15%
2018-12-06,51.7,163.0,-2.67%
2018-12-05,53.12,101.47,-0.64%
2018-12-04,53.46,133.28,0.60%
2018-12-03,53.14,116.87,4.01%
2018-11-30,51.09,95.04,-1.03%
2018-11-29,51.62,76.23,2.24%
2018-11-28,50.49,86.18,-2.40%
2018-11-27,51.73,65.37,-0.14%
2018-11-26,51.8,73.81,2.39%
2018-11-23,50.59,80.97,-6.35%
2018-11-22,54.02,92.455,-1.42%
2018-11-21,54.8,91.61,2.30%
2018-11-20,53.57,123.43,-6.35%
2018-11-19,57.2,699.68,0.92%
2018-11-16,56.68,715.91,0.00%
