Date,Dia,Mês,Ano,Valor,Change %,Year-Month
2010-02-01,1,February,2010,66571.74,0.0,2010-2
2010-03-01,1,March,2010,67227.93,0.9856885218862965,2010-3
2010-04-01,1,April,2010,71136.34,5.81367000292885,2010-4
2010-06-01,1,June,2010,61840.99,-13.06695002863515,2010-6
2010-07-01,1,July,2010,61236.2,-0.9779759347319672,2010-7
2010-09-01,1,September,2010,67072.53,9.530849399538187,2010-9
2010-10-01,1,October,2010,70229.35,4.706576597006262,2010-10
2010-11-01,1,November,2010,71560.93,1.8960448872159308,2010-11
2010-12-01,1,December,2010,69345.85,-3.0953762059827694,2010-12
2010-02-02,2,February,2010,67163.21,-3.147470252365492,2010-2
2010-03-02,2,March,2010,67779.16,0.9170943437635026,2010-3
2010-06-02,2,June,2010,62942.91,-7.135305306232775,2010-6
2010-07-02,2,July,2010,61429.79,-2.403956220009529,2010-7
2010-08-02,2,August,2010,68517.46,11.537838563342007,2010-8
2010-09-02,2,September,2010,66808.08,-2.494809352243943,2010-9
2010-12-02,2,December,2010,69527.07,4.0698520298742435,2010-12
2010-02-03,3,February,2010,67108.56,-3.4785156342702295,2010-2
2010-03-03,3,March,2010,67641.34,0.7939076624502217,2010-3
2010-05-03,3,May,2010,67119.41,-0.771613927222603,2010-5
2010-08-03,3,August,2010,67997.36,1.308041891309819,2010-8
2010-09-03,3,September,2010,66678.62,-1.9393988237190407,2010-9
2010-11-03,3,November,2010,71904.77,7.837819678931579,2010-11
2010-12-03,3,December,2010,69766.09,-2.9743228439504166,2010-12
2010-01-04,4,January,2010,70045.08,0.3998934152680933,2010-1
2010-02-04,4,February,2010,63934.01,-8.724481433956532,2010-2
2010-03-04,4,March,2010,67814.71,6.069852336807902,2010-3
2010-05-04,4,May,2010,64869.32,-4.343290710820713,2010-5
2010-06-04,4,June,2010,61675.75,-4.923082282965197,2010-6
2010-08-04,4,August,2010,68272.0,10.695046270211538,2010-8
2010-10-04,4,October,2010,70384.92,3.0948558706350937,2010-10
2010-11-04,4,November,2010,72995.69,3.7092746571282698,2010-11
2010-01-05,5,January,2010,70239.82,-3.7753872865644467,2010-1
2010-02-05,5,February,2010,62762.7,-10.64512978535539,2010-2
2010-03-05,5,March,2010,68846.5,9.693336966064248,2010-3
2010-04-05,5,April,2010,71289.68,3.5487352298228636,2010-4
2010-05-05,5,May,2010,64914.17,-8.94310368625585,2010-5
2010-07-05,5,July,2010,60865.27,-6.237313055069493,2010-7
2010-08-05,5,August,2010,68411.72,12.398614185068112,2010-8
2010-10-05,5,October,2010,71283.11,4.197219423806331,2010-10
2010-11-05,5,November,2010,72606.58,1.8566389709988806,2010-11
2010-01-06,6,January,2010,70729.34,-2.585495694742823,2010-1
2010-04-06,6,April,2010,71095.65,0.5179038854314255,2010-4
2010-05-06,6,May,2010,63414.22,-10.804360041718441,2010-5
2010-07-06,6,July,2010,62064.75,-2.1280242822508955,2010-7
2010-08-06,6,August,2010,68094.76,9.715675967437232,2010-8
2010-09-06,6,September,2010,66747.3,-1.9788013057098541,2010-9
2010-10-06,6,October,2010,70541.37,5.684229923907025,2010-10
2010-12-06,6,December,2010,69551.81,-1.4028080259853137,2010-12
2010-01-07,7,January,2010,70451.12,1.2930073279185716,2010-1
2010-04-07,7,April,2010,70792.94,0.4851874604690609,2010-4
2010-05-07,7,May,2010,62870.88,-11.190466167954039,2010-5
2010-06-07,7,June,2010,61182.92,-2.684804157345977,2010-6
2010-07-07,7,July,2010,63283.8,3.433768770761514,2010-7
2010-10-07,7,October,2010,69918.4,10.48388371115514,2010-10
2010-12-07,7,December,2010,69337.64,-0.8306254147692038,2010-12
2010-01-08,8,January,2010,70262.7,1.3341382833335524,2010-1
2010-02-08,8,February,2010,63153.09,-10.118612008932192,2010-2
2010-03-08,8,March,2010,68575.47,8.586088186658802,2010-3
2010-04-08,8,April,2010,71784.78,4.679967924390449,2010-4
2010-06-08,8,June,2010,61793.64,-13.918187114315872,2010-6
2010-07-08,8,July,2010,63476.32,2.72306340911459,2010-7
2010-09-08,8,September,2010,66407.28,4.617406932222923,2010-9
2010-10-08,8,October,2010,70808.8,6.628068488876537,2010-10
2010-11-08,8,November,2010,72657.37,2.6106500886895256,2010-11
2010-12-08,8,December,2010,68174.92,-6.169298448319827,2010-12
2010-02-09,9,February,2010,64718.17,-5.070412990583639,2010-2
2010-03-09,9,March,2010,69576.38,7.50671720167615,2010-3
2010-04-09,9,April,2010,71417.27,2.6458548145218197,2010-4
2010-06-09,9,June,2010,61478.61,-13.916325841074585,2010-6
2010-08-09,9,August,2010,67862.28,10.383562673261482,2010-8
2010-09-09,9,September,2010,66624.1,-1.8245481878887526,2010-9
2010-11-09,9,November,2010,71679.47,7.587899874069581,2010-11
2010-12-09,9,December,2010,67879.46,-5.301392434960794,2010-12
2010-02-10,10,February,2010,65051.42,-4.166267675081691,2010-2
2010-03-10,10,March,2010,69979.28,7.575330407852743,2010-3
2010-05-10,10,May,2010,65452.68,-6.46848610045716,2010-5
2010-06-10,10,June,2010,63048.8,-3.67269911636926,2010-6
2010-08-10,10,August,2010,67223.23,6.620950755605182,2010-8
2010-09-10,10,September,2010,66806.79,-0.6194882334573992,2010-9
2010-11-10,10,November,2010,71638.38,7.232184033988176,2010-11
2010-12-10,10,December,2010,68341.83,-4.601653471225897,2010-12
2010-01-11,11,January,2010,70433.49,3.060585296003926,2010-1
2010-02-11,11,February,2010,66128.94,-6.111510305679868,2010-2
2010-03-11,11,March,2010,69884.61,5.679313776993844,2010-3
2010-05-11,11,May,2010,64424.89,-7.8124783124639325,2010-5
2010-06-11,11,June,2010,63605.38,-1.2720394245143485,2010-6
2010-08-11,11,August,2010,65790.29,3.4351025023354964,2010-8
2010-10-11,11,October,2010,70946.49,7.837326754449658,2010-10
2010-11-11,11,November,2010,71195.16,0.3505035978524029,2010-11
2010-01-12,12,January,2010,70075.78,-1.5722698003628355,2010-1
2010-02-12,12,February,2010,65854.97,-6.023208018519377,2010-2
2010-03-12,12,March,2010,69341.38,5.294072717670373,2010-3
2010-04-12,12,April,2010,70614.36,1.8358157856102508,2010-4
2010-05-12,12,May,2010,65223.63,-7.634042141003617,2010-5
2010-07-12,12,July,2010,62960.1,-3.470414020194823,2010-7
2010-08-12,12,August,2010,65966.17,4.774563572802459,2010-8
2010-11-12,12,November,2010,70367.15,6.671571200813986,2010-11
2010-01-13,13,January,2010,70385.47,0.02603487564865059,2010-1
2010-04-13,13,April,2010,70792.4,0.57814489268877,2010-4
2010-05-13,13,May,2010,64788.22,-8.481390657754218,2010-5
2010-07-13,13,July,2010,63685.56,-1.7019451992970391,2010-7
2010-08-13,13,August,2010,66264.43,4.049379482570292,2010-8
2010-09-13,13,September,2010,68030.58,2.6653062585764387,2010-9
2010-10-13,13,October,2010,71674.9,5.35688509490877,2010-10
2010-12-13,13,December,2010,69126.32,-3.555749641785322,2010-12
2010-01-14,14,January,2010,69801.42,0.9766178786893231,2010-1
2010-04-14,14,April,2010,71034.85,1.7670557418459465,2010-4
2010-05-14,14,May,2010,63412.47,-10.73047947591922,2010-5
2010-06-14,14,June,2010,63532.85,0.18983647853489938,2010-6
2010-07-14,14,July,2010,63479.46,-0.08403526679504614,2010-7
2010-09-14,14,September,2010,67691.85,6.6358314957310816,2010-9
2010-10-14,14,October,2010,71692.29,5.909780867268344,2010-10
2010-12-14,14,December,2010,68742.97,-4.1138593843215165,2010-12
2010-01-15,15,January,2010,68978.3,0.3423331869426116,2010-1
2010-03-15,15,March,2010,69023.75,0.06589028723524848,2010-3
2010-04-15,15,April,2010,70524.35,2.17403429978813,2010-4
2010-06-15,15,June,2010,64442.27,-8.624085156403439,2010-6
2010-07-15,15,July,2010,63489.37,-1.4786878240012236,2010-7
2010-09-15,15,September,2010,68106.85,7.272839532035058,2010-9
2010-10-15,15,October,2010,71830.18,5.466895033318941,2010-10
2010-12-15,15,December,2010,67870.14,-5.513058717101915,2010-12
2010-03-16,16,March,2010,69942.21,3.05299208164298,2010-3
2010-04-16,16,April,2010,69421.35,-0.744700517756014,2010-4
2010-06-16,16,June,2010,64750.71,-6.727959050061694,2010-6
2010-07-16,16,July,2010,62339.27,-3.7241908235446375,2010-7
2010-08-16,16,August,2010,66701.89,6.99818910295229,2010-8
2010-09-16,16,September,2010,67662.99,1.4408887064519593,2010-9
2010-11-16,16,November,2010,69192.41,2.2603494170151173,2010-11
2010-12-16,16,December,2010,67306.39,-2.7257613949275727,2010-12
2010-02-17,17,February,2010,67284.57,-0.032418912973930514,2010-2
2010-03-17,17,March,2010,69723.24,3.6244119565600252,2010-3
2010-05-17,17,May,2010,62866.26,-9.834568789402221,2010-5
2010-06-17,17,June,2010,64540.91,2.6638295327255035,2010-6
2010-08-17,17,August,2010,67583.77,4.714622090082088,2010-8
2010-09-17,17,September,2010,67089.12,-0.7319064917509222,2010-9
2010-11-17,17,November,2010,69708.63,3.9045228197955417,2010-11
2010-12-17,17,December,2010,67981.22,-2.4780432494513227,2010-12
2010-01-18,18,January,2010,69400.93,2.0883855864898937,2010-1
2010-02-18,18,February,2010,67836.08,-2.254796873759457,2010-2
2010-03-18,18,March,2010,69697.33,2.7437463957233454,2010-3
2010-05-18,18,May,2010,60841.08,-12.706727790002859,2010-5
2010-06-18,18,June,2010,64437.58,5.911302034743637,2010-6
2010-08-18,18,August,2010,67638.38,4.967287722474989,2010-8
2010-10-18,18,October,2010,71735.53,6.057433664141554,2010-10
2010-11-18,18,November,2010,70781.4,-1.330066147137976,2010-11
2010-01-19,19,January,2010,69908.59,-1.2331064375669332,2010-1
2010-02-19,19,February,2010,67597.43,-3.3059742729756203,2010-2
2010-03-19,19,March,2010,68828.98,1.8218887907424985,2010-3
2010-04-19,19,April,2010,69097.58,0.3902425983938862,2010-4
2010-05-19,19,May,2010,59689.32,-13.615903769712345,2010-5
2010-07-19,19,July,2010,63297.04,6.044163344464315,2010-7
2010-08-19,19,August,2010,66887.13,5.671813405492587,2010-8
2010-10-19,19,October,2010,69863.58,4.449959207399079,2010-10
2010-11-19,19,November,2010,70897.9,1.4804852542626534,2010-11
2010-01-20,20,January,2010,68200.07,-3.8052325950415855,2010-1
2010-04-20,20,April,2010,69318.44,1.6398370265602313,2010-4
2010-05-20,20,May,2010,58192.08,-16.051082511377924,2010-5
2010-07-20,20,July,2010,64462.5,10.775383866670518,2010-7
2010-08-20,20,August,2010,66677.16,3.4355788248982,2010-8
2010-09-20,20,September,2010,68190.46,2.269592766098616,2010-9
2010-10-20,20,October,2010,70404.68,3.247111106157652,2010-10
2010-12-20,20,December,2010,67263.6,-4.461464777625556,2010-12
2010-01-21,21,January,2010,66270.14,-1.476965253123541,2010-1
2010-05-21,21,May,2010,60259.33,-9.070163425035771,2010-5
2010-06-21,21,June,2010,64829.03,7.583389991226253,2010-6
2010-07-21,21,July,2010,64476.84,-0.5432597094233937,2010-7
2010-09-21,21,September,2010,67719.13,5.028611824028606,2010-9
2010-10-21,21,October,2010,69652.1,2.8543928429086485,2010-10
2010-12-21,21,December,2010,68214.86,-2.0634553732048366,2010-12
2010-01-22,22,January,2010,66220.04,-2.924318836101114,2010-1
2010-02-22,22,February,2010,67184.16,1.4559338834588598,2010-2
2010-03-22,22,March,2010,69041.73,2.7648927961590797,2010-3
2010-04-22,22,April,2010,69386.41,0.4992343036595459,2010-4
2010-06-22,22,June,2010,64810.62,-6.594648721558016,2010-6
2010-07-22,22,July,2010,65748.1,1.446491331204669,2010-7
2010-09-22,22,September,2010,68325.18,3.9196265747603265,2010-9
2010-10-22,22,October,2010,69529.73,1.7629664495578456,2010-10
2010-11-22,22,November,2010,69632.5,0.14780727611052313,2010-11
2010-12-22,22,December,2010,68470.76,-1.6683876063619762,2010-12
2010-02-23,23,February,2010,66108.33,-3.4502757089303393,2010-2
2010-03-23,23,March,2010,69386.72,4.959117860033668,2010-3
2010-04-23,23,April,2010,69509.49,0.17693587476106387,2010-4
2010-06-23,23,June,2010,65160.33,-6.256929809152679,2010-6
2010-07-23,23,July,2010,66322.99,1.7843064944575993,2010-7
2010-08-23,23,August,2010,65981.86,-0.5143465335323505,2010-8
2010-09-23,23,September,2010,68794.32,4.262474564978924,2010-9
2010-11-23,23,November,2010,67952.55,-1.2236039254403641,2010-11
2010-12-23,23,December,2010,68485.96,0.7849742209821375,2010-12
2010-02-24,24,February,2010,65794.77,-3.929549939870891,2010-2
2010-03-24,24,March,2010,68913.4,4.739936016190938,2010-3
2010-05-24,24,May,2010,59915.14,-13.057344435189666,2010-5
2010-06-24,24,June,2010,63936.7,6.712093137060182,2010-6
2010-08-24,24,August,2010,65156.36,1.907605491055997,2010-8
2010-09-24,24,September,2010,68196.48,4.665883729539222,2010-9
2010-11-24,24,November,2010,69629.36,2.1011055116041177,2010-11
2010-02-25,25,February,2010,66121.04,-5.038564191886885,2010-2
2010-03-25,25,March,2010,68441.66,3.5096544155990506,2010-3
2010-05-25,25,May,2010,59184.08,-13.526235336781722,2010-5
2010-06-25,25,June,2010,64823.83,9.529167303099072,2010-6
2010-08-25,25,August,2010,64803.43,-0.03146990851975451,2010-8
2010-10-25,25,October,2010,69580.28,7.37129192081345,2010-10
2010-11-25,25,November,2010,69361.63,-0.31424133389517106,2010-11
2010-01-26,26,January,2010,65523.73,-5.533174465478973,2010-1
2010-02-26,26,February,2010,66503.27,1.4949393143522283,2010-2
2010-03-26,26,March,2010,68682.66,3.277117050033773,2010-3
2010-04-26,26,April,2010,68871.94,0.2755862979098245,2010-4
2010-05-26,26,May,2010,60190.36,-12.605394882153753,2010-5
2010-07-26,26,July,2010,66443.26,10.388540623448673,2010-7
2010-08-26,26,August,2010,63867.48,-3.8766610789416345,2010-8
2010-10-26,26,October,2010,70740.39,10.761204293640514,2010-10
2010-11-26,26,November,2010,68226.1,-3.55424955955147,2010-11
2010-01-27,27,January,2010,65069.79,-4.6262500714535975,2010-1
2010-04-27,27,April,2010,66511.1,2.2150217481876178,2010-4
2010-05-27,27,May,2010,62091.77,-6.644499940611426,2010-5
2010-07-27,27,July,2010,66674.44,7.38047892659528,2010-7
2010-08-27,27,August,2010,65585.14,-1.633759503641885,2010-8
2010-09-27,27,September,2010,68815.97,4.926161627466219,2010-9
2010-10-27,27,October,2010,70568.94,2.547330220005617,2010-10
2010-12-27,27,December,2010,67803.16,-3.9192596629622045,2010-12
2010-01-28,28,January,2010,65587.81,-3.2673255936744083,2010-1
2010-04-28,28,April,2010,66655.71,1.62819889854533,2010-4
2010-05-28,28,May,2010,61946.99,-7.064241008009676,2010-5
2010-06-28,28,June,2010,64225.22,3.6777089572875177,2010-6
2010-07-28,28,July,2010,66808.25,4.021831299293321,2010-7
2010-09-28,28,September,2010,69227.63,3.6213790961445724,2010-9
2010-10-28,28,October,2010,70320.13,1.5781271148528342,2010-10
2010-12-28,28,December,2010,68040.94,-3.241162950068499,2010-12
2010-01-29,29,January,2010,65401.77,-3.878797088929109,2010-1
2010-03-29,29,March,2010,69939.12,6.937656274440274,2010-3
2010-04-29,29,April,2010,67978.05,-2.8039672217780143,2010-4
2010-06-29,29,June,2010,61977.91,-8.826584463661435,2010-6
2010-07-29,29,July,2010,66953.83,8.028537909716537,2010-7
2010-09-29,29,September,2010,69228.24,3.3969826670109837,2010-9
2010-10-29,29,October,2010,70673.3,2.0873851480262884,2010-10
2010-11-29,29,November,2010,67908.18,-3.9125383985182616,2010-11
2010-12-29,29,December,2010,68952.42,1.5377234377360827,2010-12
2010-03-30,30,March,2010,69959.58,1.460659393825492,2010-3
2010-04-30,30,April,2010,67529.73,-3.4732198220744137,2010-4
2010-06-30,30,June,2010,60935.9,-9.764336389320672,2010-6
2010-07-30,30,July,2010,67515.4,10.797411706399673,2010-7
2010-08-30,30,August,2010,64260.79,-4.820544646110358,2010-8
2010-09-30,30,September,2010,69429.78,8.043769770026167,2010-9
2010-11-30,30,November,2010,67705.4,-2.4836316635311273,2010-11
2010-12-30,30,December,2010,69304.81,2.362307880907588,2010-12
2010-03-31,31,March,2010,70371.54,1.5391860968957172,2010-3
2010-05-31,31,May,2010,63046.51,-10.40908014802574,2010-5
2010-08-31,31,August,2010,65145.45,3.3291930037047113,2010-8
2011-02-01,1,February,2011,67847.34,4.147473077551855,2011-2
2011-03-01,1,March,2011,66242.63,-2.36517747048004,2011-3
2011-04-01,1,April,2011,69268.29,4.5675420797754995,2011-4
2011-06-01,1,June,2011,63411.48,-8.455254200731666,2011-6
2011-07-01,1,July,2011,63394.34,-0.027029805959433162,2011-7
2011-08-01,1,August,2011,58535.74,-7.6640911475693185,2011-8
2011-09-01,1,September,2011,58118.2,-0.7133078013535021,2011-9
2011-11-01,1,November,2011,57322.75,-1.3686762494364846,2011-11
2011-12-01,1,December,2011,58143.42,1.4316654382422245,2011-12
2011-02-02,2,February,2011,66688.48,14.6965211196727,2011-2
2011-03-02,2,March,2011,67281.51,0.889254036079401,2011-3
2011-05-02,2,May,2011,65462.75,-2.7032092472359714,2011-5
2011-06-02,2,June,2011,64218.08,-1.9013408388740105,2011-6
2011-08-02,2,August,2011,57310.78,-10.7560051624091,2011-8
2011-09-02,2,September,2011,56531.62,-1.3595348030510102,2011-9
2011-12-02,2,December,2011,57885.85,2.3955266097097416,2011-12
2011-01-03,3,January,2011,69962.32,20.862559675637506,2011-1
2011-02-03,3,February,2011,66764.84,-4.570288692541946,2011-2
2011-03-03,3,March,2011,68145.53,2.0679896783995844,2011-3
2011-05-03,3,May,2011,64318.18,-5.616435883615544,2011-5
2011-06-03,3,June,2011,64340.5,0.03470247447923125,2011-6
2011-08-03,3,August,2011,56017.22,-12.936299842245546,2011-8
2011-10-03,3,October,2011,50791.53,-9.328720704097782,2011-10
2011-11-03,3,November,2011,58196.3,14.578749645856327,2011-11
2011-01-04,4,January,2011,70317.79,20.82862656216975,2011-1
2011-02-04,4,February,2011,65269.15,-7.179747827683425,2011-2
2011-03-04,4,March,2011,68012.1,4.202521405595139,2011-3
2011-04-04,4,April,2011,69703.8,2.4873515153921,2011-4
2011-05-04,4,May,2011,63615.5,-8.734530972486443,2011-5
2011-07-04,4,July,2011,63891.31,0.4335578593267275,2011-7
2011-08-04,4,August,2011,52811.36,-17.341873253185756,2011-8
2011-10-04,4,October,2011,50686.34,-4.023793365669814,2011-10
2011-11-04,4,November,2011,58669.92,15.750949861441965,2011-11
2011-01-05,5,January,2011,71091.03,21.171172553158414,2011-1
2011-04-05,5,April,2011,69837.52,-1.7632463617421101,2011-4
2011-05-05,5,May,2011,63407.01,-9.207815512349239,2011-5
2011-07-05,5,July,2011,63038.81,-0.5806928918427268,2011-7
2011-08-05,5,August,2011,52949.22,-16.005362410870383,2011-8
2011-09-05,5,September,2011,54998.41,3.870104224387072,2011-9
2011-10-05,5,October,2011,51013.85,-7.244863987886207,2011-10
2011-12-05,5,December,2011,58910.48,15.479384520086214,2011-12
2011-01-06,6,January,2011,70578.83,19.80691720726091,2011-1
2011-04-06,6,April,2011,69036.91,-2.184677756772102,2011-4
2011-05-06,6,May,2011,64417.34,-6.691449544888384,2011-5
2011-06-06,6,June,2011,63067.73,-2.095103585463154,2011-6
2011-07-06,6,July,2011,62565.46,-0.7963977774370523,2011-7
2011-09-06,6,September,2011,56607.3,-9.523081904936037,2011-9
2011-10-06,6,October,2011,52290.37,-7.6261012272268776,2011-10
2011-12-06,6,December,2011,59536.16,13.856834441982336,2011-12
2011-01-07,7,January,2011,70057.2,17.671680538348443,2011-1
2011-02-07,7,February,2011,65362.04,-6.70189502292412,2011-2
2011-04-07,7,April,2011,69176.12,5.835313585683677,2011-4
2011-06-07,7,June,2011,63217.85,-8.613189060039794,2011-6
2011-07-07,7,July,2011,62207.33,-1.5984725832972724,2011-7
2011-10-07,7,October,2011,51243.62,-17.624466441494913,2011-10
2011-11-07,7,November,2011,59198.77,15.524176473090678,2011-11
2011-12-07,7,December,2011,58662.83,-0.9053228639716582,2011-12
2011-02-08,8,February,2011,65771.33,12.117553824116566,2011-2
2011-04-08,8,April,2011,68718.01,4.480189164488535,2011-4
2011-06-08,8,June,2011,63032.97,-8.27299859236319,2011-6
2011-07-08,8,July,2011,61513.24,-2.411008080374455,2011-7
2011-08-08,8,August,2011,48668.29,-20.88160207461027,2011-8
2011-09-08,8,September,2011,57623.63,18.40076978254217,2011-9
2011-11-08,8,November,2011,59026.13,2.433897343850089,2011-11
2011-12-08,8,December,2011,57455.02,-2.6617194791527132,2011-12
2011-02-09,9,February,2011,64217.52,11.770076835757791,2011-2
2011-03-09,9,March,2011,67263.75,4.743612023634669,2011-3
2011-05-09,9,May,2011,64621.97,-3.9274943784728067,2011-5
2011-06-09,9,June,2011,63468.82,-1.7844550390525127,2011-6
2011-08-09,9,August,2011,51150.9,-19.407828915048363,2011-8
2011-09-09,9,September,2011,55778.39,9.04674209055949,2011-9
2011-11-09,9,November,2011,57549.74,3.1756922349318373,2011-11
2011-12-09,9,December,2011,58236.46,1.1932634274281817,2011-12
2011-01-10,10,January,2011,70127.04,20.41775890910951,2011-1
2011-02-10,10,February,2011,64577.83,-7.913081744217343,2011-2
2011-03-10,10,March,2011,66040.66,2.2652201227572943,2011-3
2011-05-10,10,May,2011,64876.88,-1.7622173975850752,2011-5
2011-06-10,10,June,2011,62697.16,-3.3597793235432882,2011-6
2011-08-10,10,August,2011,51395.29,-18.02612749923601,2011-8
2011-10-10,10,October,2011,53273.11,3.6536811057978236,2011-10
2011-11-10,10,November,2011,57321.81,7.599894205538216,2011-11
2011-01-11,11,January,2011,70423.44,22.85627407787718,2011-1
2011-02-11,11,February,2011,65755.66,-6.628162441368957,2011-2
2011-03-11,11,March,2011,66684.6,1.4127148902467246,2011-3
2011-04-11,11,April,2011,68164.36,2.219043077412164,2011-4
2011-05-11,11,May,2011,63775.82,-6.438173849208006,2011-5
2011-07-11,11,July,2011,60223.63,-5.5698068641061855,2011-7
2011-08-11,11,August,2011,53343.11,-11.424950638146514,2011-8
2011-10-11,11,October,2011,53838.47,0.9286297705551894,2011-10
2011-11-11,11,November,2011,58546.97,8.745605140710722,2011-11
2011-01-12,12,January,2011,71632.9,22.351165226825565,2011-1
2011-04-12,12,April,2011,66896.23,-6.612422504184523,2011-4
2011-05-12,12,May,2011,64003.16,-4.324713066790153,2011-5
2011-07-12,12,July,2011,59704.75,-6.715934025757486,2011-7
2011-08-12,12,August,2011,53473.35,-10.43702552979453,2011-8
2011-09-12,12,September,2011,55685.47,4.136864438079901,2011-9
2011-12-12,12,December,2011,57346.86,2.983525145787591,2011-12
2011-01-13,13,January,2011,70721.44,23.322253389287575,2011-1
2011-04-13,13,April,2011,66486.49,-5.9882123440925366,2011-4
2011-05-13,13,May,2011,63235.3,-4.890000961097519,2011-5
2011-06-13,13,June,2011,62022.92,-1.917251914674245,2011-6
2011-07-13,13,July,2011,60669.89,-2.181500000322456,2011-7
2011-09-13,13,September,2011,55543.97,-8.448869777083823,2011-9
2011-10-13,13,October,2011,54601.07,-1.6975740120844796,2011-10
2011-12-13,13,December,2011,57494.85,5.2998595082477395,2011-12
2011-01-14,14,January,2011,70940.22,23.385346687572884,2011-1
2011-02-14,14,February,2011,66557.55,-6.177976329929624,2011-2
2011-03-14,14,March,2011,67169.25,0.9190542620634234,2011-3
2011-04-14,14,April,2011,66278.89,-1.3255470323101703,2011-4
2011-06-14,14,June,2011,62204.83,-6.146844040387512,2011-6
2011-07-14,14,July,2011,59679.35,-4.059941969136482,2011-7
2011-09-14,14,September,2011,56286.04,-5.6859030803787185,2011-9
2011-10-14,14,October,2011,55030.45,-2.2307307460251335,2011-10
2011-11-14,14,November,2011,58258.23,5.8654435862327325,2011-11
2011-12-14,14,December,2011,56646.87,-2.7658924756210457,2011-12
2011-02-15,15,February,2011,66341.39,17.113955281200877,2011-2
2011-03-15,15,March,2011,67005.22,1.0006272102529135,2011-3
2011-04-15,15,April,2011,66684.21,-0.4790820774858928,2011-4
2011-06-15,15,June,2011,61603.74,-7.61870013905842,2011-6
2011-07-15,15,July,2011,59478.01,-3.4506508858066054,2011-7
2011-08-15,15,August,2011,54651.83,-8.114225744943383,2011-8
2011-09-15,15,September,2011,56381.46,3.1648162559240856,2011-9
2011-12-15,15,December,2011,56331.15,-0.08923146012891348,2011-12
2011-02-16,16,February,2011,67576.62,19.96314650064839,2011-2
2011-03-16,16,March,2011,66002.57,-2.32928193212385,2011-3
2011-05-16,16,May,2011,62829.68,-4.807221900601755,2011-5
2011-06-16,16,June,2011,60880.62,-3.1021326226713164,2011-6
2011-08-16,16,August,2011,54323.61,-10.770274678543023,2011-8
2011-09-16,16,September,2011,57210.11,5.3135275803651405,2011-9
2011-11-16,16,November,2011,58559.99,2.359513030127003,2011-11
2011-12-16,16,December,2011,56096.93,-4.206045800212732,2011-12
2011-01-17,17,January,2011,70609.07,25.869757935059923,2011-1
2011-02-17,17,February,2011,67684.99,-4.1412243497896295,2011-2
2011-03-17,17,March,2011,66215.93,-2.1704369018891945,2011-3
2011-05-17,17,May,2011,63673.34,-3.8398463934584903,2011-5
2011-06-17,17,June,2011,61059.98,-4.104323724811665,2011-6
2011-08-17,17,August,2011,55073.02,-9.805047430411873,2011-8
2011-10-17,17,October,2011,53911.33,-2.1093631691161963,2011-10
2011-11-17,17,November,2011,56988.9,5.708577399222015,2011-11
2011-01-18,18,January,2011,70919.75,24.444848031809705,2011-1
2011-02-18,18,February,2011,68066.82,-4.0227581174496425,2011-2
2011-03-18,18,March,2011,66879.89,-1.7437717819049126,2011-3
2011-04-18,18,April,2011,65415.49,-2.189596902746105,2011-4
2011-05-18,18,May,2011,62840.61,-3.9361930943267343,2011-5
2011-07-18,18,July,2011,58837.61,-6.370084567925105,2011-7
2011-08-18,18,August,2011,53134.1,-9.693646631805752,2011-8
2011-10-18,18,October,2011,55031.93,3.5717740584671587,2011-10
2011-11-18,18,November,2011,56731.34,3.088043613952829,2011-11
2011-01-19,19,January,2011,70058.08,23.490966368853638,2011-1
2011-04-19,19,April,2011,66158.09,-5.566795436015381,2011-4
2011-05-19,19,May,2011,62367.36,-5.729805682116873,2011-5
2011-07-19,19,July,2011,59082.13,-5.26754699894304,2011-7
2011-08-19,19,August,2011,52447.63,-11.229283710658367,2011-8
2011-09-19,19,September,2011,57102.78,8.875806208974545,2011-9
2011-10-19,19,October,2011,54966.13,-3.7417617846276507,2011-10
2011-12-19,19,December,2011,55298.33,0.6043721833791205,2011-12
2011-01-20,20,January,2011,69561.53,25.793183989462243,2011-1
2011-04-20,20,April,2011,67058.02,-3.5989863937725297,2011-4
2011-05-20,20,May,2011,62596.52,-6.653193756690112,2011-5
2011-06-20,20,June,2011,61168.24,-2.281724287548248,2011-6
2011-07-20,20,July,2011,59119.71,-3.3490092243948832,2011-7
2011-09-20,20,September,2011,56378.63,-4.63649094354489,2011-9
2011-10-20,20,October,2011,54009.98,-4.201325927926936,2011-10
2011-12-20,20,December,2011,56864.85,5.2858193985630075,2011-12
2011-01-21,21,January,2011,69133.09,21.57438206554665,2011-1
2011-02-21,21,February,2011,67258.66,-2.711335483485544,2011-2
2011-03-21,21,March,2011,66689.61,-0.8460620535705066,2011-3
2011-06-21,21,June,2011,61423.61,-7.896282494379559,2011-6
2011-07-21,21,July,2011,60262.95,-1.8895991297157577,2011-7
2011-09-21,21,September,2011,55981.9,-7.103950271269488,2011-9
2011-10-21,21,October,2011,55255.23,-1.298044546540933,2011-10
2011-11-21,21,November,2011,56284.59,1.8629186775622752,2011-11
2011-12-21,21,December,2011,56653.37,0.6552059808910604,2011-12
2011-02-22,22,February,2011,66439.83,17.274276887676756,2011-2
2011-03-22,22,March,2011,67578.33,1.7135805434782103,2011-3
2011-06-22,22,June,2011,61194.09,-9.447170416907325,2011-6
2011-07-22,22,July,2011,60270.47,-1.5093287603426986,2011-7
