Date,Datetime,Close_Real_EYAC2,Volume_EYAC2,Close_Dolar_EYAC2,Price_Dolar_Petro,Volume_Petro,Change%_Petro,Índice_Ibovespa,Change%_Ibovespa,Value_IPCA
2022-02-09,2022-02-09 16:56:00,35.17835716,50960596.33,6.7997211095003385,88.53,255.17,0.72%,112461.39,4.860043502487299,1.01%
2022-02-10,2022-02-10 16:56:00,32.15976729,49534762.58,6.222263188545999,88.56,255.08,0.03%,113367.77,11.20461777503994,1.01%
2022-02-11,2022-02-11 16:56:00,32.8615753,88013245.92,6.347241863519595,91.42,310.81,3.23%,113572.35,9.436756846135896,1.01%
2022-02-14,2022-02-14 16:56:00,35.02379875,55687170.6,6.668151464092605,93.5,213.15,2.28%,113899.19,6.51972700455139,1.01%
2022-02-15,2022-02-15 16:56:00,34.37630879,65688806.34,6.507583301467109,90.21,258.03,-3.52%,114828.18,10.682276491851184,1.01%
2022-02-16,2022-02-16 16:56:00,33.9726454,65811571.23,6.513410291805667,91.83,351.33,1.80%,115180.95,11.030957022466946,1.01%
2022-02-17,2022-02-17 16:56:00,32.93700527,43255256.05,6.310980124544932,90.04,442.04,-1.95%,113528.48,6.725909285804876,1.01%
2022-02-18,2022-02-18 16:56:00,32.20485196,60304674.27,6.162428618446231,90.21,566.36,0.19%,112879.85,5.8238738901744025,1.01%
2022-02-21,2022-02-21 16:56:00,34.52744886,51264019.7,6.567150194004869,92.65,486.8925,1.12%,111725.3,2.55514693733383,1.01%
2022-02-22,2022-02-22 16:56:00,33.90752882,80206754.6,6.4470336578316925,91.91,789.04,-0.80%,112891.8,5.080983391158456,1.01%
2022-02-23,2022-02-23 16:56:00,34.73082934,86529881.05,6.540276319605296,90.69,150.13,-1.33%,112007.61,4.143214340438894,1.01%
2022-02-24,2022-02-24 16:56:00,32.34088092,139674282.5,6.064066774169354,90.94,289.12,0.28%,111591.87,3.386008760101133,1.01%
