Date,Datetime,Close_Real_EYAC2,Volume_EYAC2,Close_Dolar_EYAC2,Price_Dolar_Petro,Volume_Petro,Change%_Petro,Índice_Ibovespa,Change%_Ibovespa,Value_IPCA
2022-02-25,2022-02-25 16:56:00,34.42127725,86189047.35,6.489193358344017,89.89,160.46,-1.15%,113141.94,2.666124761430577,1.01%
2022-03-02,2022-03-02 16:56:00,36.40051288,58071898.87,6.896256916052518,107.06,219.17,6.84%,115173.61,2.9306660317821143,1.62%
2022-03-03,2022-03-03 16:56:00,34.3676043,69237500.47,6.497817076629294,104.61,190.66,-2.29%,115165.55,3.1062991188399502,1.62%
2022-03-04,2022-03-04 16:56:00,33.4583479,55417841.67,6.261504238794798,112.11,167.99,7.17%,114473.78,1.9856930744494905,1.62%
2022-03-07,2022-03-07 16:56:00,30.85384656,110954329.3,5.769446606081005,115.8,202.56,3.29%,111593.46,-0.3597794214813987,1.62%
2022-03-08,2022-03-08 16:56:00,32.54954568,111633448.5,6.0047864959598565,119.65,200.16,3.32%,111203.45,-0.9186216069467568,1.62%
2022-03-09,2022-03-09 16:56:00,32.89481688,87779244.87,6.072179292267366,105.05,249.98,-12.20%,113900.34,1.279505793054847,1.62%
2022-03-10,2022-03-10 16:56:00,32.7314808,136437809.4,6.017480016178255,102.99,203.84,-1.96%,113663.13,0.2605326011087649,1.62%
2022-03-11,2022-03-11 16:56:00,33.18810808,92153855.99,6.1560920925228615,106.3,166.35,3.21%,111713.07,-1.6370886047528233,1.62%
2022-03-14,2022-03-14 16:56:00,30.40323015,52274043.26,5.609038106043834,101.18,162.18,-4.82%,109927.62,-3.48691680774903,1.62%
2022-03-15,2022-03-15 16:56:00,27.42066206,66272194.22,5.021087703942429,94.79,205.7,-6.32%,108959.3,-5.111010206727995,1.62%
2022-03-16,2022-03-16 16:56:00,28.8283767,72034847.22,5.232295170335953,93.59,163.42,-1.27%,111112.43,-3.5322855038094403,1.62%
2022-03-17,2022-03-17 16:56:00,30.54257354,178319534.2,5.539095672832789,101.65,221.54,8.61%,113076.33,-0.3982701080821216,1.62%
2022-03-18,2022-03-18 16:56:00,29.26395845,93097127.32,5.312605920049379,103.09,207.44,1.42%,115310.91,2.153670473516756,1.62%
2022-03-21,2022-03-21 16:56:00,32.75663601,67700806.59,5.938368776853212,109.97,279.31,6.67%,116154.53,3.9643930246774817,1.62%
2022-03-22,2022-03-22 16:56:00,31.64848219,56128622.4,5.705410428872744,109.27,318.63,-0.64%,117272.44,3.880388123849565,1.62%
2022-03-23,2022-03-23 16:56:00,33.76206371,52956059.55,6.139896651996799,111.99,120.34,2.49%,117457.34,4.865499763810677,1.62%
2022-03-24,2022-03-24 16:56:00,32.58354453,49402760.74,5.977535228398459,109.43,106.02,-2.29%,119052.91,6.686006785261345,1.62%
2022-03-25,2022-03-25 16:56:00,32.05392626,51780351.38,5.807607171199246,111.06,103.66,1.49%,119081.13,5.249326642269003,1.62%
2022-03-28,2022-03-28 16:56:00,32.482265,68610820.55,5.850446677833612,103.42,125.75,-6.88%,118737.78,6.1010400312393465,1.62%
2022-03-29,2022-03-29 16:56:00,28.01672246,93809229.68,5.041608475643771,102.05,119.63,-1.32%,120014.17,8.869513613024193,1.62%
2022-03-30,2022-03-30 16:56:00,32.86626267,69648433.95,5.824976103716569,105.68,83.36,3.56%,120259.76,9.591468871258456,1.62%
2022-03-31,2022-03-31 16:56:00,33.02555447,94269456.78,5.782088427263337,98.52,185.64,-6.78%,119999.23,7.0050598558935695,1.62%
2022-04-01,2022-04-01 16:56:00,34.17447923,72545524.92,6.105529314133601,97.9,132.55,-0.63%,121570.15,7.367274138419977,1.06%
2022-04-04,2022-04-04 16:56:00,34.15733775,56053141.68,6.121386693548388,101.84,123.55,4.02%,121279.51,5.945230427439352,1.06%
2022-04-05,2022-04-05 16:56:00,32.39650443,45847292.08,5.819696486248586,100.68,107.31,-1.14%,118885.15,17.701496668898887,1.06%
2022-04-06,2022-04-06 16:56:00,29.89578105,56946989.16,5.326737411802437,95.41,159.99,-5.23%,118227.75,16.410523522551212,1.06%
2022-04-07,2022-04-07 16:56:00,35.89270005,118469333.6,6.360570627325891,95.51,168.76,0.10%,118862.12,6.513517906873734,1.06%
2022-04-08,2022-04-08 16:56:00,34.54810924,60772883.87,6.093785804494303,97.73,135.35,2.32%,118322.26,6.401608942888015,1.06%
2022-04-11,2022-04-11 16:56:00,34.70885154,48125171.88,6.1245150232919245,93.92,156.57,-3.90%,116952.85,4.6903911959451206,1.06%
2022-04-12,2022-04-12 16:56:00,33.18419238,68523140.49,5.931892384970148,100.15,168.89,6.63%,116146.86,9.898410058658856,1.06%
2022-04-13,2022-04-13 16:56:00,32.31292633,101438581.6,5.826873380218196,103.79,186.11,3.63%,116781.96,10.662857305303252,1.06%
2022-04-14,2022-04-14 16:56:00,30.65745465,119382016.0,5.511254363888039,106.38,159.77,2.50%,116181.61,5.689188940868561,1.06%
2022-04-18,2022-04-18 16:56:00,29.53411112,76350605.68,5.374039907564095,107.61,202.72,1.16%,115687.25,0.3263698118417313,1.06%
2022-04-19,2022-04-19 16:56:00,30.47833227,88494088.31,5.583134689503573,102.05,339.81,-5.17%,115056.66,6.520658951147484,1.06%
2022-04-20,2022-04-20 16:56:00,29.94526311,34694705.09,5.527914033338871,102.19,299.03,0.14%,114343.78,4.804486150985876,1.06%
2022-04-22,2022-04-22 16:56:00,30.92261385,74560837.24,5.705384573516117,101.05,60.24,-1.86%,111077.51,-5.2825113897178255,1.06%
2022-04-25,2022-04-25 16:56:00,29.95760249,66413910.31,5.469510423208939,97.67,87.65,-3.34%,110684.95,-7.050806454389546,1.06%
2022-04-26,2022-04-26 16:56:00,28.85698617,48764073.47,5.247392608150128,100.41,100.12,2.81%,108212.86,-2.7642579449322917,1.06%
2022-04-27,2022-04-27 16:56:00,31.7613081,41881429.9,5.725853272038941,100.68,76.99,0.27%,109349.37,-2.8969294029525305,1.06%
2022-04-28,2022-04-28 16:56:00,26.44059059,43298393.34,4.756870788356362,103.47,104.93,2.77%,109918.97,-7.427130606619059,1.06%
2022-04-29,2022-04-29 16:56:00,28.52786731,76243990.69,5.108767269568955,102.94,98.35,-0.51%,107876.16,-10.11381406045636,1.06%
2022-05-02,2022-05-02 16:56:00,29.9440769,72456457.12,5.303967142553493,103.42,89.43,0.47%,106638.64,-7.410525727204353,0.47%
2022-05-03,2022-05-03 16:56:00,31.03610366,52531208.97,5.539490542060078,100.9,97.51,-2.44%,106528.09,-7.50003798879092,0.47%
2022-05-04,2022-05-04 16:56:00,32.83860062,109417326.0,5.891388701112308,106.22,92.05,5.27%,108343.74,-10.666080362626785,0.47%
2022-05-05,2022-05-05 16:56:00,30.474108,99440006.54,5.45495533876309,106.74,97.44,0.49%,105304.19,-11.423596639277475,0.47%
2022-05-06,2022-05-06 16:56:00,32.58078828,129570269.0,5.805764332299797,108.33,119.33,1.49%,105134.73,-11.074405120625242,0.47%
2022-05-09,2022-05-09 16:56:00,34.46611428,92314755.81,6.132869673837612,101.77,148.44,-6.06%,103250.02,-9.35056032317374,0.47%
2022-05-10,2022-05-10 16:56:00,33.2023686,60330862.22,5.911260611024071,98.45,156.44,-3.26%,103109.94,-9.284620263404674,0.47%
2022-05-11,2022-05-11 16:56:00,32.22780902,108895230.4,5.719728284674772,104.03,179.72,5.67%,104396.9,-10.735907675614587,0.47%
2022-05-12,2022-05-12 16:56:00,33.88315814,114415973.0,6.004245488375389,104.4,179.61,0.36%,105687.64,-9.005168112164208,0.47%
2022-05-13,2022-05-13 16:56:00,33.4882067,67000078.73,5.887829298310389,108.63,134.31,4.05%,106924.18,-8.441183895183823,0.47%
2022-05-16,2022-05-16 16:56:00,34.8815436,92075225.69,6.183464856145078,111.82,166.04,2.94%,108232.74,-2.591690236636879,0.47%
2022-05-17,2022-05-17 16:56:00,34.18716292,90914714.82,6.129038333422973,109.63,204.75,-1.96%,108789.33,-3.791244374485802,0.47%
2022-05-18,2022-05-18 16:56:00,31.16073735,80986208.47,5.608080294795191,107.04,311.84,-2.36%,106247.15,-8.160017633749616,0.47%
2022-05-19,2022-05-19 16:56:00,33.54418664,63982976.9,5.9974230104950745,109.89,340.08,2.66%,107005.22,-6.997804386117245,0.47%
2022-05-20,2022-05-20 16:56:00,36.34226184,79589730.79,6.448579917312845,110.28,229.93,0.35%,108487.88,-5.121310490172704,0.47%
2022-05-23,2022-05-23 16:56:00,36.34865133,93807627.75,6.4378334301553295,107.54,70.51,-2.48%,110345.82,-6.05455563696572,0.47%
2022-05-24,2022-05-24 16:56:00,32.91804104,154453258.5,5.762256208097747,107.2,65.22,-0.32%,110580.79,-7.116264524739469,0.47%
2022-05-25,2022-05-25 16:56:00,32.34665274,69991947.74,5.678537426048488,107.75,56.92,0.51%,110579.81,-0.0949903306637467,0.47%
2022-05-26,2022-05-26 16:56:00,33.07032271,78303574.49,5.805987238188872,111.25,78.22,3.25%,111889.88,3.397951038351632,0.47%
2022-05-27,2022-05-27 16:56:00,29.95195978,118295736.9,5.249664320392604,112.23,57.72,0.88%,111941.68,2.370667521907066,0.47%
2022-05-30,2022-05-30 16:56:00,27.76770813,98110391.37,4.839940760301192,117.61,85.13,1.73%,111032.11,-7.673098632493525,0.47%
2022-05-31,2022-05-31 16:56:00,26.40888178,83598090.16,4.616856659848604,111.91,113.51,-4.85%,111350.51,-7.207312913591202,0.47%
2022-06-01,2022-06-01 16:56:00,27.9339546,46353407.86,4.908443964153928,112.72,91.07,0.72%,111359.94,-8.39861594314064,0.67%
2022-06-02,2022-06-02 16:56:00,28.14354881,50738601.1,4.973149230443004,114.3,114.86,1.40%,112392.91,5.396045936069704,0.67%
2022-06-03,2022-06-03 16:56:00,28.68271734,60396904.57,5.063145161518094,116.23,74.48,1.69%,111102.32,4.293919096831655,0.67%
2022-06-06,2022-06-06 16:56:00,29.91495218,39213967.3,5.300498277756122,116.06,77.61,-0.15%,110185.91,4.804482781284558,0.67%
2022-06-07,2022-06-07 16:56:00,28.60120995,80333689.76,5.051521565198962,117.1,140.8,0.90%,110069.76,-7.39710851531169,0.67%
2022-06-08,2022-06-08 16:56:00,30.60285265,65924010.43,5.483890807275333,119.78,131.93,2.29%,108367.67,-8.413116855611102,0.67%
2022-06-09,2022-06-09 16:56:00,28.12553749,53878973.5,5.039967295045247,119.09,122.09,-0.58%,107093.71,3.722701458072364,0.67%
2022-06-10,2022-06-10 16:56:00,30.50943397,63101591.31,5.418216265605854,118.12,133.85,-0.81%,105481.23,2.2997685771129373,0.67%
2022-06-13,2022-06-13 16:56:00,26.65266241,64507154.69,4.694353672326336,118.25,150.05,0.11%,102598.18,-4.045857541297016,0.67%
2022-06-14,2022-06-14 16:56:00,29.08278739,68816868.11,5.135760999858728,116.26,203.95,-1.68%,102063.25,-12.151974826308564,0.67%
2022-06-15,2022-06-15 16:56:00,30.13469061,72785779.07,5.28289516671926,113.09,198.93,-2.73%,102806.82,-5.646585468151866,0.67%
2022-06-17,2022-06-17 16:56:00,27.59257019,184606358.6,4.861869890578472,107.99,426.0,-6.30%,99824.94,-8.240137153156468,0.67%
2022-06-20,2022-06-20 16:56:00,29.13263482,92582020.43,5.134770660603497,108.84,321.5775,-0.09%,99852.67,-7.959608022573583,0.67%
2022-06-21,2022-06-21 16:56:00,27.14860603,85179647.59,4.817768279178718,109.52,427.26,0.62%,99684.5,-14.179412546372491,0.67%
2022-06-22,2022-06-22 16:56:00,27.15144904,57874612.23,4.882388203772635,103.99,141.2,-5.05%,99522.32,-10.40281691586351,0.67%
2022-06-23,2022-06-23 16:56:00,27.46866175,69262355.05,4.97206345255765,101.58,120.06,-2.32%,98080.34,-11.115491280050303,0.67%
2022-06-24,2022-06-24 16:56:00,29.01847327,53413312.95,5.24281798587147,104.45,116.65,2.83%,98672.26,-10.76907661809976,0.67%
2022-06-27,2022-06-27 16:56:00,28.70693876,90417932.88,5.2139450688365,106.38,90.13,1.85%,100763.6,-9.985628230700115,0.67%
2022-06-28,2022-06-28 16:56:00,28.81100231,51388069.42,5.218155563001467,108.89,107.61,2.36%,100591.41,-8.485850986412991,0.67%
2022-06-29,2022-06-29 16:56:00,29.10860484,52048587.48,5.294591443850268,107.01,101.28,-1.73%,99621.58,-7.651903812668159,0.67%
2022-06-30,2022-06-30 16:56:00,25.72429984,49909791.96,4.7491599601225865,103.1,156.01,-3.65%,98541.95,-11.24914225263305,0.67%
2022-07-01,2022-07-01 16:56:00,28.28836531,64948187.12,5.19997156486094,105.39,99.69,2.22%,98953.9,-11.140487324256831,-0.68%
2022-07-04,2022-07-04 16:56:00,29.13700187,37324176.98,5.306319772354763,110.4,155.41750000000002,2.04%,98608.76,-8.985272245539988,-0.68%
2022-07-05,2022-07-05 16:56:00,26.34401166,78428563.62,4.792347175783595,96.52,199.37,-12.57%,98294.64,-6.656477771682212,-0.68%
2022-07-06,2022-07-06 16:56:00,27.60608037,57617154.27,5.081746625800751,94.98,166.6,-1.60%,98718.98,-10.406893222554505,-0.68%
2022-07-07,2022-07-07 16:56:00,28.09713633,52147311.34,5.221351432765927,99.25,144.92,4.50%,100729.72,-8.485564064098982,-0.68%
2022-07-08,2022-07-08 16:56:00,30.2892668,43097952.75,5.613905697445972,101.53,124.09,2.30%,100288.94,-7.454926363185621,-0.68%
2022-07-11,2022-07-11 16:56:00,28.42223765,39577534.38,5.305229710307239,101.21,142.49,-0.32%,98212.46,-5.923969006742524,-0.68%
2022-07-12,2022-07-12 16:56:00,28.64143731,46461750.76,5.423487466388942,93.31,191.25,-7.81%,98271.21,-7.017310633485607,-0.68%
2022-07-13,2022-07-13 16:56:00,32.06942186,35497122.6,6.055861821134526,93.83,187.17,0.56%,97881.16,-4.597566935397868,-0.68%
